poscM Chromosome Start End GenDens
0.3 chr2H 702751143 702810985 59842
0.31 chr2H 281346943 281366577 19634
0.32 chr2H 164575045 164580929 5884
0.33 chr2H 337673981 337714096 40115
0.34 chr2H 129691949 129699038 7089
0.35 chr2H 579873880 580029670 155790
0.36 chr2H 1055038036 1055094356 56320
0.37 chr2H 991945602 992029930 84328
0.38 chr2H 1118359397 1118426496 67099
0.39 chr2H 1466432785 1466591084 158299
0.4 chr2H 1315018924 1315158697 139773
0.41 chr2H 544856257 544915968 59711
0.42 chr2H 1361525699 1361605830 80131
0.43 chr2H 1483174818 1483262737 87919
0.44 chr2H 2170844332 2171243616 399284
0.45 chr2H 2342871454 2343055708 184254
0.46 chr2H 1698718800 1698807864 89064
0.47 chr2H 2922132501 2922279354 146853
0.48 chr2H 2828582988 2828855375 272387
0.49 chr2H 3057318994 3057583381 264387
0.5 chr2H 3722089718 3722279955 190237
0.51 chr2H 4266049907 4266527717 477810
0.52 chr2H 5692293103 5692828581 535478
0.53 chr2H 8233095498 8233364041 268543
0.54 chr2H 12998802911 12999296386 493475
0.55 chr2H 74241912182 74244903668 2991486
0.56 chr2H 228627893805 228634106354 6212549
0.57 chr2H 195697067078 195701054763 3987685
0.58 chr2H 36479632939 36480080013 447074
0.59 chr2H 52224509276 52225080721 571445
0.6 chr2H 68775057099 68775599306 542207
0.61 chr2H 43396556630 43397393593 836963
0.62 chr2H 41309531445 41310012641 481196
0.63 chr2H 34766650279 34767035671 385392
0.64 chr2H 40090710413 40091480454 770041
0.65 chr2H 23900456930 23900704573 247643
0.66 chr2H 15444105998 15444204675 98677
0.67 chr2H 26090593795 26090789529 195734
0.68 chr2H 23745897637 23746105293 207656
0.69 chr2H 14445389219 14445528970 139751
0.7 chr2H 22109937036 22110160104 223068
0.71 chr2H 22874055756 22874421866 366110
0.72 chr2H 10847346121 10847626490 280369
0.73 chr2H 12810652280 12810807410 155130
0.74 chr2H 12208432832 12208512320 79488
0.75 chr2H 6442028615 6442070009 41394
0.76 chr2H 10333077322 10333140104 62782
0.77 chr2H 15541599800 15541888333 288533
0.78 chr2H 7792331330 7792400711 69381
0.79 chr2H 9756210290 9756416145 205855
0.8 chr2H 11084376021 11084427831 51810
0.81 chr2H 15054873032 15055072708 199676
0.82 chr2H 36849650439 36850292587 642148
0.83 chr2H 17245673038 17245760033 86995
0.84 chr2H 23304558773 23304774960 216187
0.85 chr2H 11362462664 11362627597 164933
0.86 chr2H 10052373557 10052413595 40038
0.87 chr2H 8066643066 8066751182 108116
0.88 chr2H 16171930809 16172027109 96300
0.89 chr2H 6753581263 6753608703 27440
0.9 chr2H 13540116819 13540205861 89042
0.91 chr2H 12208946854 12209149784 202930
0.92 chr2H 13591520312 13591973116 452804
0.93 chr2H 7489848475 7489882821 34346
0.94 chr2H 18420639739 18420816901 177162
0.95 chr2H 6152783507 6152804884 21377
0.96 chr2H 4106977744 4106999051 21307
0.97 chr2H 13033514206 13033572506 58300
0.98 chr2H 17869351345 17869674629 323284
0.99 chr2H 19957986481 19958082562 96081
1 chr2H 4135855338 4135923225 67887
1.01 chr2H 6901167964 6901203591 35627
1.02 chr2H 11061281513 11061373667 92154
1.03 chr2H 17999914685 18000061177 146492
1.04 chr2H 18732986256 18733317032 330776
1.05 chr2H 32006744106 32007152360 408254
1.06 chr2H 20949387995 20949487919 99924
1.07 chr2H 60366565912 60366893688 327776
1.08 chr2H 17638887089 17639041922 154833
1.09 chr2H 14135894310 14136074439 180129
1.1 chr2H 13446975387 13447032931 57544
1.11 chr2H 10632784987 10632866887 81900
1.12 chr2H 15616237311 15616562625 325314
1.13 chr2H 22043259025 22043593170 334145
1.14 chr2H 19226521291 19226594566 73275
1.15 chr2H 15695314936 15695801668 486732
1.16 chr2H 25728017581 25728130282 112701
1.17 chr2H 20046225750 20046306954 81204
1.18 chr2H 16496566415 16497077616 511201
1.19 chr2H 17252192756 17252399568 206812
1.2 chr2H 13687639555 13687763995 124440
1.21 chr2H 18770079352 18770462549 383197
1.22 chr2H 12290341415 12290416584 75169
1.23 chr2H 18112780932 18112844708 63776
1.24 chr2H 17418064434 17418140409 75975
1.25 chr2H 15267753042 15267913174 160132
1.26 chr2H 12376266442 12376376355 109913
1.27 chr2H 12396758618 12396798598 39980
1.28 chr2H 13155991828 13156131751 139923
1.29 chr2H 15371453288 15371527072 73784
1.3 chr2H 19797239952 19797337120 97168
1.31 chr2H 19841622166 19841915934 293768
1.32 chr2H 14732793256 14733035242 241986
1.33 chr2H 22880359523 22880680580 321057
1.34 chr2H 25891422491 25891815714 393223
1.35 chr2H 25943582082 25943694086 112004
1.36 chr2H 28225431540 28225667073 235533
1.37 chr2H 16371319358 16371477900 158542
1.38 chr2H 16403243073 16403378999 135926
1.39 chr2H 14194198998 14194270295 71297
1.4 chr2H 10479455761 10479609130 153369
1.41 chr2H 21005506724 21005868661 361937
1.42 chr2H 42845311380 42845468999 157619
1.43 chr2H 24103462831 24103702409 239578
1.44 chr2H 21133080271 21133245613 165342
1.45 chr2H 17400194364 17400355585 161221
1.46 chr2H 29564932331 29565544193 611862
1.47 chr2H 26587687596 26587967244 279648
1.48 chr2H 28170338836 28170437977 99141
1.49 chr2H 27487728078 27487881778 153700
1.5 chr2H 40639257753 40639720834 463081
0 chr3H 8247003 8418720 171717
0.01 chr3H 58905104 59059296 154192
0.02 chr3H 93154595 93531416 376821
0.03 chr3H 128301365 128456086 154721
0.04 chr3H 65616442 65650480 34038
0.05 chr3H 133914983 134334852 419869
0.06 chr3H 147119600 147282062 162462
0.07 chr3H 98845808 98966038 120230
0.08 chr3H 133286501 133334771 48270
0.09 chr3H 392200363 392304044 103681
0.1 chr3H 471528527 471651532 123005
0.11 chr3H 372864484 372976846 112362
0.12 chr3H 170700452 170768456 68004
0.13 chr3H 442882084 442976542 94458
0.14 chr3H 293806845 294091567 284722
0.15 chr3H 328334427 328389065 54638
0.16 chr3H 413252867 413525174 272307
0.17 chr3H 282362791 282402334 39543
0.18 chr3H 259080491 259738001 657510
0.19 chr3H 187009680 187371971 362291
0.2 chr3H 85248054 85274954 26900
0.21 chr3H 202371306 202455018 83712
0.22 chr3H 232232312 232276079 43767
0.23 chr3H 261756241 261812435 56194
0.24 chr3H 541859789 541928220 68431
0.25 chr3H 428688698 428728753 40055
0.26 chr3H 180605425 180895782 290357
0.27 chr3H 501286813 501372312 85499
0.28 chr3H 459615743 459720999 105256
0.29 chr3H 389075787 389117856 42069
0.3 chr3H 314005751 314058807 53056
0.31 chr3H 347484359 347519505 35146
0.32 chr3H 179447064 179460776 13712
0.33 chr3H 610071838 610161429 89591
0.34 chr3H 251374081 251397187 23106
0.35 chr3H 355387887 355429317 41430
0.36 chr3H 662368621 662451193 82572
0.37 chr3H 894206045 894287775 81730
0.38 chr3H 672126062 672200179 74117
0.39 chr3H 924494006 924579510 85504
0.4 chr3H 688379755 688442468 62713
0.41 chr3H 839607186 839702852 95666
0.42 chr3H 1799357627 1799665726 308099
0.43 chr3H 1572561321 1572693306 131985
0.44 chr3H 2046851299 2046962073 110774
0.45 chr3H 1091134923 1091212953 78030
0.46 chr3H 2113739430 2113880503 141073
0.47 chr3H 16308394847 16310122444 1727597
0.48 chr3H 14620168119 14620663477 495358
0.49 chr3H 15353538278 15354422170 883892
0.5 chr3H 20259525482 20260231172 705690
0.51 chr3H 39054742816 39055501991 759175
0.52 chr3H 238756271485 238761010843 4739358
0.53 chr3H 103545975704 103547491641 1515937
0.54 chr3H 26820476818 26820699085 222267
0.55 chr3H 21454977134 21455292985 315851
0.56 chr3H 22755992350 22756188154 195804
0.57 chr3H 18530847504 18531052113 204609
0.58 chr3H 20770526246 20770866840 340594
0.59 chr3H 13290191597 13290450160 258563
0.6 chr3H 20629154576 20629300702 146126
0.61 chr3H 27635510959 27636169481 658522
0.62 chr3H 25874809107 25875115476 306369
0.63 chr3H 27215384989 27215571235 186246
0.64 chr3H 19973363838 19973506585 142747
0.65 chr3H 22324979080 22325129263 150183
0.66 chr3H 10437112047 10437176892 64845
0.67 chr3H 14923860820 14923998265 137445
0.68 chr3H 14435651987 14435777224 125237
0.69 chr3H 38566686824 38566963501 276677
0.7 chr3H 18577383469 18577538222 154753
0.71 chr3H 24385578520 24385803629 225109
0.72 chr3H 18818971427 18819187262 215835
0.73 chr3H 15462419498 15462662664 243166
0.74 chr3H 13795733708 13795832665 98957
0.75 chr3H 7504542026 7504788360 246334
0.76 chr3H 25521411785 25521673128 261343
0.77 chr3H 19856719336 19856971663 252327
0.78 chr3H 12323246381 12323319206 72825
0.79 chr3H 10006258156 10006303953 45797
0.8 chr3H 11801619714 11801720040 100326
0.81 chr3H 3550573357 3550648009 74652
0.82 chr3H 5928143142 5928188504 45362
0.83 chr3H 7723794740 7723815984 21244
0.84 chr3H 12499407342 12499629867 222525
0.85 chr3H 5964445692 5964490345 44653
0.86 chr3H 6572869099 6573099024 229925
0.87 chr3H 15569572573 15569683880 111307
0.88 chr3H 13210585627 13210726746 141119
0.89 chr3H 11446729684 11446993030 263346
0.9 chr3H 28429802420 28429981056 178636
0.91 chr3H 14583116700 14583224797 108097
0.92 chr3H 6706183580 6706215213 31633
0.93 chr3H 11612760908 11613000364 239456
0.94 chr3H 11639868219 11639934775 66556
0.95 chr3H 9825431066 9825600011 168945
0.96 chr3H 9845214313 9845270831 56518
0.97 chr3H 11714161881 11714219850 57969
0.98 chr3H 9267848471 9268050822 202351
0.99 chr3H 11765008981 11765070190 61209
1 chr3H 11783592758 11783781886 189128
1.01 chr3H 14915866145 14915958767 92622
1.02 chr3H 14325762986 14325818518 55532
1.03 chr3H 10604066149 10604153742 87593
1.04 chr3H 12496027771 12496101677 73906
1.05 chr3H 13768628190 13768752991 124801
1.06 chr3H 9405091707 9405223458 131751
1.07 chr3H 11306109037 11306178827 69790
1.08 chr3H 14473902423 14473966519 64096
1.09 chr3H 21441959711 21442082136 122425
1.1 chr3H 10112483427 10112537073 53646
1.11 chr3H 9498483260 9498653140 169880
1.12 chr3H 16501752881 16501850885 98004
1.13 chr3H 17177569342 17177646120 76778
1.14 chr3H 19762922255 19762994069 71814
1.15 chr3H 10857829142 10857933016 103874
1.16 chr3H 12807013492 12807097959 84467
1.17 chr3H 16675886327 16676072340 186013
1.18 chr3H 7715248141 7715372682 124541
1.19 chr3H 27068489079 27068617674 128595
1.2 chr3H 13563950310 13564021819 71509
1.21 chr3H 9067270432 9067320910 50478
1.22 chr3H 10390456535 10390630708 174173
1.23 chr3H 20169983116 20170140076 156960
1.24 chr3H 14347367453 14347487651 120198
1.25 chr3H 13722896055 13723026482 130427
1.26 chr3H 11783546039 11783615631 69592
1.27 chr3H 18355314912 18355597468 282556
1.28 chr3H 12477131427 12477169863 38436
1.29 chr3H 11179500163 11179600979 100816
1.3 chr3H 9221033072 9221061065 27993
1.31 chr3H 9898362281 9898485108 122827
1.32 chr3H 18511931420 18512047188 115768
1.33 chr3H 19877086144 19877236094 149950
1.34 chr3H 23230550109 23230675631 125522
1.35 chr3H 17289397473 17289458434 60961
1.36 chr3H 16657619746 16657771881 152135
1.37 chr3H 14020271494 14020451342 179848
1.38 chr3H 9364049757 9364088386 38629
1.39 chr3H 17426748112 17426967605 219493
1.4 chr3H 15441215645 15441266315 50670
1.41 chr3H 31630221919 31630588540 366621
1.42 chr3H 28324576455 28324766186 189731
1.43 chr3H 22994337806 22994488031 150225
1.44 chr3H 18977793528 18977863974 70446
1.45 chr3H 21067517974 21067729220 211246
1.46 chr3H 34768810409 34769057162 246753
1.47 chr3H 15712393780 15712448170 54390
1.48 chr3H 21233309145 21233381145 72000
1.49 chr3H 17844415786 17844619035 203249
1.5 chr3H 20624534264 20624687850 153586
1.51 chr3H 25482206867 25482404409 197542
1.52 chr3H 8276722868 8276947981 225113
1.53 chr3H 13123840400 13123925985 85585
1.54 chr3H 11070574399 11070620409 46010
1.55 chr3H 13163703217 13163746447 43230
1.56 chr3H 11792310190 11792463774 153584
1.57 chr3H 8335866725 8335954131 87406
1.58 chr3H 15999498744 15999566098 67354
1.59 chr3H 15320101241 15320298013 196772
1.6 chr3H 2790506356 2790527447 21091
1.61 chr3H 6981305667 6981331801 26134
1.62 chr3H 12580488090 12580628720 140630
1.63 chr3H 6995112156 6995144718 32562
0 chr4H 1580163 1640965 60802
0.01 chr4H 10514055 10696514 182459
0.02 chr4H 37841609 37949762 108153
0.03 chr4H 42821760 42914842 93082
0.04 chr4H 42817241 42942682 125441
0.05 chr4H 43589057 43726068 137011
0.06 chr4H 63622478 63673616 51138
0.07 chr4H 45036467 45073421 36954
0.08 chr4H 124643440 124707642 64202
0.09 chr4H 41580796 41600364 19568
0.1 chr4H 107997094 108112789 115695
0.11 chr4H 28284662 28307484 22822
0.12 chr4H 92236501 92282472 45971
0.13 chr4H 64745138 64771938 26800
0.14 chr4H 105850022 105922339 72317
0.15 chr4H 202485571 202569627 84056
0.16 chr4H 163940765 164125497 184732
0.17 chr4H 75987053 76085434 98381
0.18 chr4H 150551813 150595250 43437
0.19 chr4H 198568598 198619883 51285
0.2 chr4H 53636393 53653135 16742
0.21 chr4H 223274615 223466724 192109
0.22 chr4H 509998323 510233064 234741
0.23 chr4H 159021263 159068461 47198
0.24 chr4H 83145595 83159359 13764
0.25 chr4H 105648281 105668929 20648
0.26 chr4H 223767097 223806683 39586
0.27 chr4H 310591453 310693933 102480
0.28 chr4H 160147321 160176096 28775
0.29 chr4H 82763491 82773652 10161
0.3 chr4H 281064905 281113114 48209
0.31 chr4H 133780125 133801504 21379
0.32 chr4H 205161261 205186030 24769
0.33 chr4H 139968544 139993534 24990
0.34 chr4H 166090253 166119412 29159
0.35 chr4H 72864678 72897815 33137
0.36 chr4H 124978889 124992292 13403
0.37 chr4H 256239232 256263571 24339
0.38 chr4H 340414914 340457328 42414
0.39 chr4H 293499692 293537203 37511
0.4 chr4H 329358117 329411861 53744
0.41 chr4H 114964067 114974481 10414
0.42 chr4H 529962971 530028174 65203
0.43 chr4H 615680896 615800045 119149
0.44 chr4H 658445523 658525255 79732
0.45 chr4H 761305416 761470468 165052
0.46 chr4H 770957879 771072391 114512
0.47 chr4H 933349193 933498333 149140
0.48 chr4H 1288786180 1288950488 164308
0.49 chr4H 1219779436 1219842638 63202
0.5 chr4H 3368267487 3368547013 279526
0.51 chr4H 5177108444 5177508280 399836
0.52 chr4H 22842582336 22843773726 1191390
0.53 chr4H 27299367502 27300358801 991299
0.54 chr4H 77775998251 77778556239 2557988
0.55 chr4H 152232899139 152235441203 2542064
0.56 chr4H 1270797320 1270807855 10535
0.58 chr4H 423904609 423907000 2391
0.59 chr4H 11974821113 11974959090 137977
0.6 chr4H 6488531491 6488581352 49861
0.61 chr4H 5673714874 5673766851 51977
0.62 chr4H 6593784024 6594235734 451710
0.63 chr4H 11112025694 11112098061 72367
0.64 chr4H 13909971979 13910088759 116780
0.65 chr4H 8608205848 8608286161 80313
0.66 chr4H 12852906409 12853135709 229300
0.67 chr4H 17210788299 17210969971 181672
0.68 chr4H 31281190252 31281424331 234079
0.69 chr4H 80198133311 80199035064 901753
0.7 chr4H 35840167505 35840489760 322255
0.71 chr4H 26072946953 26073302097 355144
0.72 chr4H 24320322277 24320511367 189090
0.73 chr4H 17671200639 17671510642 310003
0.74 chr4H 35241613009 35241937919 324910
0.75 chr4H 38620836567 38621247731 411164
0.76 chr4H 17335523657 17336025697 502040
0.77 chr4H 18627337006 18627481896 144890
0.78 chr4H 17015210612 17015319785 109173
0.79 chr4H 10246118861 10246183621 64760
0.8 chr4H 8564625078 8564667610 42532
0.81 chr4H 10313460106 10313544901 84795
0.82 chr4H 13223272673 13223379919 107246
0.83 chr4H 9807125499 9807411794 286295
0.84 chr4H 9833875440 9833921920 46480
0.85 chr4H 17415473257 17415582851 109594
0.86 chr4H 9895157582 9895363933 206351
0.87 chr4H 12845821839 12845890486 68647
0.88 chr4H 10537943568 10538224190 280622
0.89 chr4H 14082964685 14083033102 68417
0.9 chr4H 12960504230 12960561289 57059
0.91 chr4H 16560864861 16560931367 66506
0.92 chr4H 13648185970 13648286367 100397
0.93 chr4H 19633567146 19633925778 358632
0.94 chr4H 13121806912 13121875028 68116
0.95 chr4H 6577998254 6578026359 28105
0.96 chr4H 17977862899 17977958814 95915
0.97 chr4H 12009530652 12009581560 50908
0.98 chr4H 15039220118 15039298500 78382
0.99 chr4H 6628926041 6628956521 30480
1 chr4H 5432781646 5432823120 41474
1.01 chr4H 4231220156 4231258341 38185
1.02 chr4H 6659640214 6659708175 67961
1.03 chr4H 10305676836 10305727160 50324
1.04 chr4H 11538967567 11539008969 41402
1.05 chr4H 7299301209 7299353923 52714
1.06 chr4H 7313179915 7313241594 61679
1.07 chr4H 6713386048 6713454149 68101
1.08 chr4H 13453863867 13453956735 92868
1.09 chr4H 9194299573 9194359922 60349
1.1 chr4H 15352253242 15352340410 87168
1.11 chr4H 7999992514 8000033856 41342
1.12 chr4H 13577419007 13577516434 97427
1.13 chr4H 25386695667 25386980739 285072
1.14 chr4H 18006125554 18006277885 152331
1.15 chr4H 11824280773 11824333396 52623
1.16 chr4H 17447896954 17448071297 174343
1.17 chr4H 6239143937 6239169051 25114
1.18 chr4H 13127815150 13127973873 158723
1.19 chr4H 19432412596 19432682219 269623
1.2 chr4H 10048792203 10048862107 69904
1.21 chr4H 4400729435 4400752071 22636
1.22 chr4H 9443401791 9443528797 127006
1.23 chr4H 4411968753 4411995877 27124
1.24 chr4H 10726072118 10726120157 48039
1.25 chr4H 14534836643 14534943806 107163
1.26 chr4H 17726926097 17727011367 85270
1.27 chr4H 15221582229 15221655134 72905
1.28 chr4H 17152723073 17152786962 63889
1.29 chr4H 14009592630 14009867313 274683
1.3 chr4H 18515504382 18515630465 126083
1.31 chr4H 42949656446 42950244225 587779
1.32 chr4H 63169016961 63169546888 529927
0 chr5H 2257879 2275854 17975
0.01 chr5H 4371868 4398879 27011
0.02 chr5H 4508287 4520119 11832
0.03 chr5H 11116748 11137439 20691
0.04 chr5H 10861354 10865902 4548
0.05 chr5H 23297096 23437921 140825
0.06 chr5H 26989549 27017172 27623
0.07 chr5H 18914134 18939395 25261
0.08 chr5H 39335730 39406835 71105
0.09 chr5H 81308988 81363916 54928
0.1 chr5H 31667279 31674610 7331
0.11 chr5H 34158575 34179952 21377
0.12 chr5H 64792533 64830126 37593
0.13 chr5H 41907095 42006500 99405
0.14 chr5H 56997257 57021351 24094
0.15 chr5H 89069143 89103447 34304
0.16 chr5H 29826867 29845213 18346
0.17 chr5H 64549492 64802629 253137
0.18 chr5H 226296816 226471033 174217
0.19 chr5H 223843095 223900246 57151
0.2 chr5H 115478880 115521642 42762
0.21 chr5H 80574818 80596125 21307
0.22 chr5H 43031030 43046920 15890
0.23 chr5H 101313439 101353535 40096
0.24 chr5H 192383907 192431149 47242
0.25 chr5H 163861615 164093852 232237
0.26 chr5H 106555096 106585488 30392
0.27 chr5H 154318912 154536045 217133
0.28 chr5H 14464124 14468137 4013
0.29 chr5H 202264567 202305296 40729
0.3 chr5H 163733442 163779060 45618
0.31 chr5H 119094228 119127939 33711
0.32 chr5H 54102586 54106392 3806
0.33 chr5H 171446502 171493588 47086
0.34 chr5H 540595212 540884401 289189
0.35 chr5H 341199832 341305912 106080
0.36 chr5H 203137352 203164516 27164
0.37 chr5H 260174408 260208692 34284
0.38 chr5H 550456864 550532912 76048
0.39 chr5H 470879290 471175065 295775
0.4 chr5H 558418961 558506754 87793
0.41 chr5H 640816222 640955039 138817
0.42 chr5H 527862759 527934473 71714
0.43 chr5H 659108031 659228023 119992
0.44 chr5H 967110238 967571779 461541
0.45 chr5H 1065534174 1065616200 82026
0.46 chr5H 1074814092 1074928022 113930
0.47 chr5H 9228996331 9230520610 1524279
0.48 chr5H 205605161553 205612259579 7098026
0.49 chr5H 42387749986 42388391492 641506
0.5 chr5H 21866574348 21867296592 722244
0.51 chr5H 28193195477 28193658924 463447
0.52 chr5H 106719274041 106720963199 1689158
0.53 chr5H 75693415023 75694148859 733836
0.54 chr5H 31366643911 31366837047 193136
0.55 chr5H 12205899051 12206146065 247014
0.56 chr5H 13778838739 13778944555 105816
0.57 chr5H 22543008843 22543311941 303098
0.58 chr5H 17886233371 17886474272 240901
0.59 chr5H 12667263294 12667392939 129645
0.6 chr5H 9318890313 9318975009 84696
0.61 chr5H 21232557662 21232734870 177208
0.62 chr5H 9926418555 9926526727 108172
0.63 chr5H 30927054342 30927142068 87726
0.64 chr5H 8526718349 8526779278 60929
0.65 chr5H 7065603187 7065652177 48990
0.66 chr5H 11646667677 11646740837 73160
0.67 chr5H 10179233393 10179297852 64459
0.68 chr5H 12250926578 12251062353 135775
0.69 chr5H 7700095253 7700130487 35234
0.7 chr5H 15971277598 15971365558 87960
0.71 chr5H 10869803162 10869859563 56401
