poscM Chromosome Start End Recombination nb_complete_site piSyn f0 div Ne
0.187 1 12440825 12445476 1.62 347 0.0438086 0.0373084280255475 0.1776 2960040.54054054
0.199 1 12950868 12954667 1.59 214 0.0407093 0.0263131520315997 0.2727 1791388.33883388
0.2 1 12990954 13005515 1.59 830 0.0165448 0.139932788549877 0.0803 2472448.31880448
0.211 1 13499647 13518570 1.56 537 0 NA 0.111 0
0.212 1 13574504 13581973 1.55 545 0 NA 0.1596 0
0.213 1 13586405 13591514 1.55 381 0 NA 0.1354 0
0.216 1 13725749 13735135 1.56 225 0.00704846 0.144493974570332 0.1027 823578.578383642
0.228 1 14369286 14375231 1.61 798 0 Inf 0.1558 0
0.251 1 15598792 15607504 1.63 761 0.00101889 0.297487461845734 0.1185 103178.734177215
0.252 1 15687487 15695576 1.63 264 0 Inf 0.1553 0
0.286 1 17902454 17909429.5 1.42 939 0.00251740761448349 0.0992036895808451 0.0862 350451.176030185
0.293 1 18408378 18414274 1.33 230 0 NA 0.1248 0
0.296 1 18663602 18666481 1.31 234 0.00695148 0 0.2002 416672.127872128
0.298 1 18802466 18807666 1.3 312 0 Inf 0.1144 0
0.312 1 19951023 19959238 1.21 933 0.00460299 0.313200767327324 0.1326 416560.180995475
0.315 1 20234720 20239868 1.19 461 0 NA 0.1027 0
0.332 1 22166621 22176854 1.06 1016 0.00235294 0.251266925633463 0.0631 447468.779714738
0.342 1 23812071 23816472 0.95 762 0.002231 0.479332138054684 0.1861 143858.140784524
0.356 1 25330382.5 25336517.5 0.85 2097 0 Inf 0.12355 0
0.357 1 25397874 25405736 0.85 687 0.00458781 0.0728384566928447 0.0797 690761.856963614
0.371 1 27442175.5 27445804.5 0.72 244 0.00323276655737705 0.290952945140223 0.2297 168886.367821178
0.372 1 27635089 27640155 0.71 202 0.00356612 0.327653023454062 0.298 143602.147651007
0.375 1 28135415 28140466 0.69 198 0.00831169 0.275590162770748 0.1529 652323.610202747
0.387 1 30092809 30095436 0.58 279 0.00257926 0.656203717345285 0.1978 156476.845298281
0.393 1 31214977 31217837 0.52 327 0.00242057 0 0.2455 118317.067209776
0.395 1 31684461 31688423 0.5 164 0 NA 0.5937 0
0.398 1 32173373 32186590 0.48 225 0.00703812 0 0.152 555641.052631579
0.404 1 33441856 33445024 0.42 280 0 NA 0.1056 0
0.416 1 36169093 36172878 0.39 694 0 NA 0.0903 0
0.417 1 36438691 36461615 0.4 815 0.000995644 0 0.1016 117595.748031496
0.42 1 37114344 37117197 0.45 418 0 NA 0.1208 0
0.422 1 37693920 37828128 0.43 316 0 Inf 0.0976 0
0.424 1 38531416 38549552 0.4 1796 0.00264002 0.338641752713995 0.0934 339188.86509636
0.425 1 38819098 38823047 0.39 125 0.00645981696 0 0.0945 820294.217142857
0.426 1 39011650 39025960 0.38 1215 0.00263447 0.142806712545597 0.1181 267685.351397121
0.432 1 40513042 40543033 0.33 212 0 NA 0.1223 0
0.434 1 41229756 41235195 0.31 192 0 NA 0.1642 0
0.438 1 42490639 42497130 0.27 169 0.00453686 0 0.09 604914.666666667
0.446 1 45642070 45647323.5 0.19 845 0.00558128040236686 0.194543552745126 0.1039 644613.713459118
0.448 1 46520022.5 46524532 0.17 749 0.00432141761014686 0 0.1151 450538.760397588
0.452 1 48897327 48900352 0.12 204 0.00760095 0.148762983574422 0.1078 846116.883116883
0.453 1 51739699 51745640.4444444 0.0777777777777778 4154 0 NA 0.139433333333333 0
0.454 1 59220264.25 59223733.25 0.03 899 0.00446997254727475 0.171338113346084 0.167525 320189.049797326
0.455 1 61124506 61129528 0.03 218 0.0038835 0 0.0616 756525.974025974
0.456 1 61919204 61923605 0.03 16 0 NA 0.209 0
0.457 1 63226660 63235665 0.04 516 0 NA 0.0563 0
0.46 1 66306340.5 66313125 0.07 864 0.00091814787037037 0.86732425393029 0.1138 96816.9986330795
0.461 1 67297058 67303566 0.09 566 0.00280784 0.28820694911391 0.1021 330010.577864838
0.462 1 68265152 68269538.5 0.075 713 0 NA 0.09675 0
0.463 1 69929284.2 69935335.4 0.06 2069 0 NA 0.10924 0
0.465 1 72535217.6666667 72543587.6666667 0.04 1903 0 NA 0.106533333333333 0
0.466 1 73808846 73814587.5 0.0325 1677 0.00054719488372093 0 0.10525 62388.0152460918
0.468 1 77484063.5 77489534.5 0.02 713 0 NA 0.13475 0
0.469 1 79844658.6 79849727.8 0.02 2002 0 NA 0.11074 0
0.47 1 81894415.5 81901555.5 0.03 987 0 Inf 0.12255 0
0.471 1 84606516.5 84613493 0.04 1283 0 NA 0.211975 0
0.472 1 90180574.1111111 90189912.8888889 0.0355555555555556 4358 0 NA 0.137344444444444 0
0.473 1 96562202.8 96566862.9 0.03 3039 0 NA 0.142 0
0.474 1 116000955.756757 116008492.378378 0.012972972972973 14731 8.57635045142896e-05 0.726922779111374 0.120056756756757 8572.29598711073
0.476 1 142426894 142446852 0 632 0 NA 0.0839 0
0.478 1 143351069 143358345 0 258 0 NA 0.0834 0
0.479 1 143837029 143854668 0 491 0 NA 0.0797 0
0.48 1 144464332 144470550 0 186 0 NA 0.2395 0
0.482 1 150898629.25 150902567.75 -0.01 706 0 NA 0.139875 0
0.483 1 192998660.217391 193016801.630435 -0.00826086956521739 20360 8.21315726915521e-05 0.361506842230639 0.108904347826087 9049.94972168172
0.484 1 268651252.344828 268664497.37931 0 11050 7.03870588235294e-05 0.880676363533506 0.117503448275862 7188.25462806322
0.485 1 302812872.166667 302821055.333333 0 10000 0.0002406066921 0.343074163812919 0.1407125 20519.003679133
0.486 1 321990907.571429 322000705.464286 0 14912 0.000109424460434549 0.790884988726563 0.0972714285714286 13499.2725458983
0.487 1 333120742.714286 333127019 0.00285714285714286 1951 0.00041122743208611 0 0.0894142857142857 55189.4940010117
0.488 1 344754849.75 344760844 0.0166666666666667 4596 0.0013932085770235 0.223243388773823 0.138933333333333 120334.713946367
0.489 1 354888053.5 354893622.5 0.03 2734 0.00167960873811266 0 0.1070875 188213.422270124
0.49 1 359475991.666667 359481658 0.0422222222222222 2836 0.00134112129055007 0.0603406936932587 0.123555555555556 130252.787211697
0.491 1 364298776.666667 364302209.666667 0.05 859 0.000962504237485448 0 0.2227 51863.7218222963
0.492 1 367953071.2 367961233.6 0.06 4881 0 Inf 0.09848 0
0.493 1 372283944 372292526 0.07 254 0 NA 0.2212 0
0.494 1 373425488 373429737 0.07 327 0 NA 0.0559 0
0.497 1 375059276 375075518 0.07 2129 0 NA 0.0828 0
0.498 1 375899671 375903804 0.07 198 0 NA 0.142 0
0.499 1 376378591 376383176 0.07 102 0 NA 0.2805 0
0.5 1 376868924 376871410 0.07 146 0 NA 0.1392 0
0.501 1 377354906 377358430 0.07 404 0 NA 0.1428 0
0.502 1 377777278 377784066 0.07 170 0 NA 0.091 0
0.503 1 378882289 378884507 0.07 146 0 NA 0.1013 0
0.504 1 379645200 379651249 0.08 700 0 Inf 0.1671 0
0.505 1 380563378 380566987.125 0.08 1991 0 Inf 0.1048875 0
0.507 1 382336657.333333 382344269.333333 0.08 1171 0.00137948310845431 0.229719881960267 0.116466666666667 142133.348323856
0.508 1 383460565 383462205 0.08 68 0 NA 0.1382 0
0.51 1 385035504 385040863 0.08 283 0 NA 0.1892 0
0.511 1 385971166.5 385976103 0.09 912 0.000812901967105263 0 0.1274 76568.4741386433
0.512 1 386658800 386662971 0.09 298 0 NA 0.125 0
0.513 1 387545376 387551621 0.09 501 0.00148837 0 0.1075 166143.627906977
0.514 1 388888451.666667 388892714 0.09 773 0 NA 0.170233333333333 0
0.515 1 392725844.083333 392733284.5 0.0966666666666667 5309 0.00075126227161424 0.343901557381394 0.119283333333333 75577.5933438945
0.516 1 396314737 396321894 0.1 67 0 NA 0.0665 0
0.517 1 397083651.333333 397090984.666667 0.11 1030 0 Inf 0.0959333333333333 0
0.518 1 398512876.5 398518900 0.11 690 0.00245595991304348 0 0.2286 128921.780212256
0.519 1 400083932 400088638 0.11 510 0 NA 0.1022 0
0.521 1 401265785 401275517.666667 0.113333333333333 2642 0 Inf 0.2503 0
0.522 1 402092179 402097588.5 0.12 1017 0.000816461356932153 0 0.08985 109043.253012642
0.523 1 402992586 402997198.666667 0.12 978 0 NA 0.0701 0
0.526 1 405081116.5 405086013 0.1225 964 0 NA 0.1211 0
0.527 1 405714931 405718563 0.13 230 0 NA 0.1407 0
0.528 1 406335325.75 406338862.5 0.13 769 0 Inf 0.107275 0
0.529 1 406761530.5 406767826.75 0.13 2039 0 Inf 0.168475 0
0.53 1 407342662 407538866 0.13 282 0 NA 0.0801 0
0.533 1 409442943.333333 409447907 0.14 849 0 NA 0.110833333333333 0
0.534 1 409820775 409823159 0.14 13 0 NA 0.1298 0
0.535 1 410438726 410442190 0.14 231 0 NA 0.1026 0
0.536 1 411145993 411149733 0.15 352 0 NA 0.1432 0
0.537 1 411747775.5 411753840.5 0.15 452 0 NA 0.14965 0
0.538 1 412359982 412371785 0.15 2111 0 NA 0.0825 0
0.541 1 414094702 414098323 0.14 533 0 NA 0.1688 0
0.542 1 414509191 414517060 0.14 278 0 NA 0.0834 0
0.545 1 416315528 416322392 0.15 394 0 NA 0.0933 0
0.547 1 417252252 417258240.5 0.15 1222 0.000636140973813421 0.299328574749133 0.14155 53929.2948481883
0.549 1 418514975 418519803 0.16 347 0.00225989 0.293167366553239 0.09 301318.666666667
0.55 1 419183644.5 419199543 0.16 1066 0.000675553189493433 0.327784518753792 0.10875 74543.8002199651
0.551 1 419848819.333333 419853333.666667 0.16 1096 0.0043714751459854 0.0474146582282072 0.1307 401359.615545714
0.552 1 420465047.5 420473163.5 0.16 889 0.000863982857142857 0.299045615984444 0.1113 93151.7905275318
0.554 1 421688241 421708558 0.16 1313 0 Inf 0.1114 0
0.555 1 422891831 422894245 0.16 210 0 NA 0.3068 0
0.556 1 423220050 423225008.333333 0.16 828 0 NA 0.104133333333333 0
0.557 1 423932483.666667 423937710 0.16 899 0 Inf 0.116466666666667 0
0.558 1 424601544 424604152 0.16 280 0 NA 0.1435 0
0.559 1 425494831 425505642 0.16 1213 0 Inf 0.088 0
0.56 1 425801911 425807445 0.16 286 0 Inf 0.1331 0
0.562 1 427243049 427248868 0.16 524 0.00157534179389313 0 0.12475 151535.883981704
0.563 1 427811041 427818946.5 0.15 538 0 NA 0.11805 0
0.564 1 428220464 428226049 0.14 1074 0 NA 0.0937 0
0.565 1 428958870 428965278.5 0.13 804 0 NA 0.05885 0
0.568 1 430856235 430868178 0.12 760 0 Inf 0.0697 0
0.57 1 431879601.5 431906951 0.11 2782 0 NA 0.094 0
0.571 1 432715786 432721754 0.12 252 0 NA 0.1018 0
0.573 1 433602425 433609131.5 0.12 814 0 NA 0.09945 0
0.574 1 434515522.333333 434519357 0.13 893 0 NA 0.196 0
0.575 1 434963258.666667 434979824 0.14 1796 0.000919405239420935 0.137206348921428 0.1203 91711.2458275247
0.576 1 435727827 435732677.25 0.1525 1856 0.00042844000862069 0.285585245246483 0.13665 37623.7109655929
0.578 1 437198800.5 437258896 0.185 592 0 Inf 0.10515 0
0.579 1 439169648 439175794 0.17 265 0 NA 0.0581 0
0.58 1 439540125 439555641 0.17 691 0.00349006 0 0.1428 293282.352941176
0.581 1 440951350 440958926.5 0.16 1018 0 Inf 0.10235 0
0.582 1 442269956 442273466 0.16 101 0 NA 0.2233 0
0.583 1 442734789 442743432 0.16 958 0.00161182 0.149573153329776 0.1411 137078.951098512
0.584 1 443704140 443712055 0.16 634 0.00120370443217666 0.300226190544984 0.132 109427.675652423
0.585 1 444560419.666667 444566594 0.16 1469 0.00210179941456773 0.0742610868095539 0.126566666666667 199275.161770973
0.586 1 444895249 444898943 0.16 211 0 NA 0.1157 0
0.587 1 445556868 445563658 0.17 475 0 NA 0.0886 0
0.588 1 446122024 446125170 0.17 350 0.00237741 0 0.1136 251134.85915493
0.589 1 447009811 447017593.5 0.17 310 0 Inf 0.13145 0
0.59 1 447891396 447898232 0.18 26 0 NA 0.0287 0
0.591 1 448240781 448266713 0.18 579 0.00526316 0.0760951595619362 0.0814 775895.823095823
0.592 1 448974030.5 448978564.5 0.185 1432 0.00109324150837989 1.1723644149225 0.14165 92614.8824607036
0.594 1 449949073.333333 449952619.666667 0.196666666666667 650 0.00115632881538462 0 0.154666666666667 89715.1667108753
0.595 1 450208347 450211340 0.2 224 0.00352682 0.58075546809874 0.2933 144295.397204228
0.597 1 451191493.333333 451197738 0.21 864 0.00459677666666667 0.231910014118589 0.1504 366764.095744681
0.598 1 451722894.5 451731540 0.22 723 0.00314026378976487 0 0.1411 267067.083466892
0.6 1 452492328 452500046 0.23 386 0 Inf 0.1514 0
0.601 1 452999841 453013324 0.23 1366 0.00171612 0 0.106 194277.735849057
0.602 1 453437619 453444243 0.24 920 0 NA 0.1046 0
0.604 1 454083315 454093879 0.25 752 0 NA 0.121 0
0.605 1 454384478.666667 454390528.333333 0.253333333333333 1369 0.00118149175310446 0.422640999445669 0.105233333333333 134728.232853216
0.607 1 455086504 455088816 0.27 120 0 NA 0.3408 0
0.61 1 456208061 456212488 0.29 316 0 NA 0.0975 0
0.611 1 456555473 456570754 0.29 672 0.00121581 0.278105131558385 0.1468 99385.0136239782
0.612 1 456657755 456663644 0.295 978 0 NA 0.13595 0
0.616 1 457844667.5 457848997.5 0.32 849 0 NA 0.1483 0
0.617 1 458196230 458199200 0.33 267 0 NA 0.17 0
0.62 1 459029724 459034768 0.34 296 0.00262295 0 0.1377 228579.520697168
0.621 1 459368912 459370353 0.34 63 0 NA 0.3335 0
0.622 1 459655912 459660214 0.35 403 0 NA 0.0713 0
0.623 1 459861794 459865828 0.35 256 0 NA 0.1689 0
0.628 1 461519717.333333 461525535.333333 0.37 1321 0.00181600681302044 0.190234199200065 0.0853 255475.753297131
0.631 1 462186628 462193644 0.38 316 0 NA 0.0436 0
0.633 1 462954501.5 462960428.5 0.39 978 0 Inf 0.11285 0
0.634 1 463315309 463320049 0.39 373 0.00213523 0.574715604407956 0.1085 236154.470046083
0.635 1 463480622 463484909 0.4 220 0 Inf 0.1244 0
0.642 1 465323892 465328316 0.41 370 0 NA 0.1199 0
0.643 1 465597322 465603798 0.42 143 0.00557491 0 0.1107 604326.287262873
0.648 1 466802232 466810627.5 0.43 596 0.00129872315436242 0 0.2527 61672.6468237
0.658 1 469199514 469203560 0.45 653 0.00364742 0.0961775720920541 0.1703 257011.391661773
0.666 1 471017693 471025244 0.46 291 0 NA 0.2011 0
0.668 1 471472632 471476335 0.46 137 0.0113074 0 0.2455 552703.869653768
0.675 1 472935132 472939538 0.47 362 0.0043737638121547 0 0.36025 145690.952799046
0.677 1 473465420 473467310 0.48 255 0 NA 0.4789 0
0.678 1 473580718 473584260 0.48 310 0 Inf 0.1562 0
0.679 1 473832563.5 473840800.5 0.48 611 0 Inf 0.13195 0
0.681 1 474180096 474216609 0.48 790 0.003125 0.09185504 0.0705 531914.893617021
0.687 1 475301373 475306271 0.49 564 0.00139505744680851 0.295558738016839 0.14825 112922.019303218
0.691 1 476056804 476062605 0.5 612 0.00138408 0 0.1025 162038.634146341
0.695 1 476739645 476753209 0.51 1197 0.00425218 0 0.1229 415184.377542718
0.7 1 477523494 477534400 0.51 683 0 Inf 0.1081 0
0.701 1 477746768 477749860.5 0.51 465 0.0219903774193548 0 0.155 1702480.83246618
0.704 1 478253894 478257709 0.52 235 0 NA 0.1769 0
0.713 1 479735762 479740474 0.53 246 0 NA 0.1612 0
0.721 1 480958935 480963017 0.54 252 0 NA 0.2604 0
0.725 1 481644427 481650694 0.54 382 0 NA 0.0936 0
0.73 1 482427258.5 482431832 0.55 626 0 NA 0.12825 0
0.732 1 482728251 482731435 0.55 377 0.0476478 0.0896939627852703 0.2074 2756864.03085824
0.733 1 482899667 482909148 0.55 1169 0 NA 0.1412 0
0.737 1 483521236 483525244 0.56 428 0 NA 0.1426 0
0.753 1 485985464 485992576 0.57 619 0 Inf 0.1572 0
0.755 1 486166387 486169614 0.57 148 0 NA 0.185 0
0.77 1 488303799 488308601.5 0.58 1176 0.00329488724489796 0.295099106082569 0.19165 206306.532422518
0.773 1 488761044 488765430 0.58 979 0 NA 0.1998 0
0.774 1 488813450 488818290 0.58 503 0 NA 0.1812 0
0.777 1 489289900 489292529 0.59 295 0.00255048 0 0.1538 198997.139141743
0.78 1 489714895 489719543 0.59 408 0.00393370941176471 0 0.11745 401911.561866126
0.785 1 490472317 490475680 0.59 367 0.0291035 0.0868046798495026 0.1566 2230153.25670498
0.789 1 491085690 491097203 0.59 380 0.00412371 0 0.1797 275372.954924875
0.794 1 491927123 491932052 0.6 179 0 NA 0.1011 0
0.795 1 492108076 492112377 0.6 196 0 NA 0.1574 0
0.796 1 492207946 492212200 0.6 585 0.00145820827350427 0.263267245282538 0.1568 111597.571951858
0.798 1 492627220 492636539 0.6 296 0 NA 0.2681 0
0.8 1 492944624 492953455 0.6 805 0.00100439 0.563696372922869 0.0946 127406.765327696
0.802 1 493350264 493354821 0.6 706 0 Inf 0.1349 0
0.806 1 494029816 494035718 0.6 2314 0.000345299908383751 0.863325502563009 0.12235 33866.7666579895
0.807 1 494246151 494250406 0.61 137 0 NA 0.1404 0
0.811 1 494910477 494913834 0.61 154 0 NA 0.1826 0
0.813 1 495202861 495210811 0.61 1149 0 Inf 0.1357 0
0.816 1 495886719.5 495889273.5 0.61 369 0 NA 0.1211 0
0.819 1 496434857 496442222 0.61 94 0.0312195 0.0799532343567322 0.1118 3350930.23255814
0.82 1 496571922 496575026 0.61 125 0.0118227 0.158407977873075 0.1708 830634.660421546
0.821 1 496810598 496812395 0.61 146 0.00517799 0 0.5953 104377.423147993
0.823 1 497144384 497153186 0.61 20 0 NA 0.1553 0
0.826 1 497889301 497943854 0.61 747 0.00530973 0.0577673441022425 0.1222 521413.747954173
0.829 1 498567972 498571702 0.62 236 0 NA 0.1091 0
0.83 1 498814622.666667 498819841 0.62 947 0.000805174234424499 0 0.173566666666667 55667.8940643018
0.834 1 499895423 499898412 0.62 143 0.0057971 0 0.1615 430744.27244582
0.836 1 500387097 500392498 0.62 190 0 NA 0.165 0
0.838 1 500888949 500893295 0.63 299 0.00256822 0 0.1468 209936.239782016
0.842 1 502236455 502240099 0.63 447 0 Inf 0.1467 0
0.847 1 503575688.5 503588298 0.64 2019 0.00285463506785537 0.158252356209625 0.13695 250132.317008138
0.85 1 504458480 504461429 0.65 263 0.00286225 0 0.2079 165209.235209235
0.852 1 504803233 504813389 0.65 451 0 NA 0.1322 0
0.853 1 505146277 505151988 0.65 610 0 NA 0.1679 0
0.863 1 506767745 506770889 0.67 289 0 NA 0.2048 0
0.869 1 507686919 507690316 0.68 377 0.00212766 0 0.1402 182110.699001427
0.871 1 507895582 507897524 0.68 81 0.0091954 0 0.4228 260985.808893094
0.874 1 508268516 508270626 0.69 140 0 NA 0.3427 0
0.877 1 508562567 508569749 0.7 366 0.00126743 0 0.1232 123450.974025974
0.879 1 508769840 508778787 0.71 473 0.00161998 0.604200669144063 0.1926 100933.333333333
0.883 1 509273585 509276914 0.72 225 0.0369231 0 0.463 956970.194384449
0.886 1 509540521 509545335.5 0.73 545 0.00141057743119266 0.300815750254922 0.22155 76402.2982365693
0.887 1 509663089 509667186 0.73 436 0.00353201 0 0.2732 155139.53147877
0.888 1 509763075 509768157 0.73 143 0.0057971 0 0.282 246685.106382979
0.903 1 511092008 511097072.333333 0.74 822 0 Inf 0.183533333333333 0
0.904 1 511187121 511192251 0.74 421 0.0207466 0.13112847406322 0.1566 1589777.77777778
0.919 1 512555352 512561365 0.79 477 0.00160912 0.904301730138212 0.1674 115349.103942652
0.926 1 513229270.666667 513236298.666667 0.83 1507 0.00260127683477107 0.235279845305105 0.1358 229862.459626309
0.932 1 513778616 513785966 0.85 474 0.0032967 0 0.1877 210763.985082579
0.935 1 514097453 514100580 0.86 92 0 Inf 0.2079 0
0.946 1 515217981 515224001 0.87 146 0 Inf 0.2716 0
0.952 1 515953680 515958890 0.86 230 0.0034188 0 0.2119 193608.305804625
0.954 1 516137447 516143434 0.85 606 0.00652612171617162 0 0.0708 1106122.32477485
0.957 1 516505200 516509409 0.84 107 0 NA 0.1782 0
0.959 1 516783653 516787802 0.82 236 0 NA 0.2886 0
0.961 1 517055945 517062466 0.8 661 0.00114286 0 0.0847 161916.410861865
0.963 1 517244177 517252345 0.79 563 0 NA 0.1051 0
0.965 1 517549911 517559380 0.78 751 0.00400751 0.0773440365713373 0.1422 338186.497890295
0.968 1 517975530 517979750 0.76 49 0 NA 0.26 0
0.969 1 518064149 518071401 0.75 220 0 NA 0.1224 0
0.971 1 518250447.5 518254167 0.745 1373 0 Inf 0.17115 0
0.973 1 518554761 518558462 0.73 73 0 NA 0.0989 0
0.975 1 518820575 518824592 0.73 217 0.0511895 0 0.1892 3246691.33192389
0.976 1 518999681 519004914 0.72 649 0 NA 0.1733 0
0.978 1 519268135 519281377 0.72 1339 0 NA 0.1398 0
0.981 1 519629468 519641377 0.71 56 0 NA 0.0694 0
0.984 1 519999643 520006938.5 0.71 961 0.00247065165452653 0.0976069515234544 0.17065 173734.660734359
0.985 1 520160380 520164278.5 0.71 548 0.00290625635036496 0 0.1644 212135.50002664
0.993 1 521550289 521570080 0.72 392 0 NA 0.1183 0
0.995 1 522260222 522266530 0.74 374 0 NA 0.2258 0
0.996 1 522412695.25 522418394.5 0.75 1085 0 Inf 0.143375 0
0.998 1 522836456 522842828.5 0.77 250 0 Inf 0.1622 0
0.999 1 523079483 523083778 0.78 195 0 NA 0.2481 0
1.001 1 523370174 523372384 0.79 128 0 Inf 0.2335 0
1.005 1 523990397.5 523996393.5 0.835 829 0.000922973510253317 0.30266860777141 0.09565 115793.853873913
1.008 1 524415888 524419507 0.87 351 0.0313725 0 0.2165 1738891.45496536
1.009 1 524560520 524569468 0.88 551 0.00144404 0.287717791750921 0.1043 166140.747842761
1.012 1 525019023 525023930 0.915 693 0.00839935295815296 0.0388474471234952 0.21335 472426.695560513
1.014 1 525278493 525282734 0.94 860 0.00264764026744186 0.307641317270746 0.11885 267325.89995206
1.015 1 525399085 525407552 0.95 217 0 Inf 0.1237 0
1.016 1 525476773 525480502 0.96 333 0.00229995 0.302288745407509 0.2621 105301.030141167
1.022 1 526121434 526125155 1.03 453 0.014551 0.0687808398048244 0.3042 574003.944773176
1.024 1 526369760 526372538 1.05 32 0 NA 0.2105 0
1.027 1 526678143.5 526690809 1.06 1112 0 Inf 0.13685 0
1.033 1 527328014 527333252 1.07 105 0.0222566 0 0.1606 1663008.71731009
1.034 1 527450813.5 527455622 1.07 851 0.00285502801410106 0.0941391558391281 0.1707 200704.957054556
1.039 1 527862261 527868015 1.06 679 0.00230603 0.293789759890374 0.174 159036.551724138
1.041 1 528034323.5 528037553.5 1.05 596 0.00833445637583893 0.27345696767845 0.1735 576446.5504903
1.044 1 528355864 528364696 1.1 668 0.00118081 0 0.1077 131566.573816156
1.046 1 528528982 528536900 1.12 107 0 Inf 0.118 0
1.062 1 529697208 529701530 1.26 656 0.00120907 0.28889477036069 0.1125 128967.466666667
1.063 1 529824426 529828532 1.28 147 0 NA 0.1128 0
1.064 1 529829043 529838367 1.28 288 0 Inf 0.1195 0
1.066 1 529969749 529974492 1.29 166 0 NA 0.1223 0
1.069 1 530175208 530180789 1.31 500 0.00156098 0 0.1631 114848.313917842
1.078 1 530744050 530752626 1.35 247 0 NA 0.1949 0
1.079 1 530850187 530855317 1.36 175 0 NA 0.143 0
1.087 1 531349603 531518546 1.39 52 0 NA 0.3832 0
1.092 1 531633435 531635758 1.4 110 0 NA 0.2634 0
1.093 1 531716087 531720106 1.4 181 0.00428954 0 0.1534 335557.235984355
1.094 1 531740312 531743314 1.4 327 0 NA 0.1744 0
1.098 1 532013758 532018616 1.41 584 0.00138608 0.28143036476971 0.1346 123573.254086181
1.103 1 532325138 532327766 1.42 204 0.0151659 0 0.4777 380972.995603936
1.107 1 532585748 532590162 1.42 213 0 NA 0.1316 0
1.109 1 532709065 532712815 1.42 448 0 NA 0.1032 0
1.114 1 533046342 533049290 1.42 176 0.0179775 0.0724755944931164 0.279 773225.806451613
1.115 1 533100612 533105041 1.42 209 0 NA 0.0954 0
1.117 1 533204388 533209206 1.42 98 0 NA 0.1288 0
1.118 1 533223403 533226070 1.42 132 0.00555556 0 0.1612 413565.260545906
1.125 1 533708299 533710925 1.41 281 0.0362159 0.113010307627313 0.082 5299887.80487805
1.128 1 533870313 533872913 1.4 165 0 NA 0.2512 0
1.134 1 534268978 534271032 1.38 18 0 NA 0.0224 0
1.137 1 534436983 534442745 1.38 333 0 NA 0.0705 0
1.141 1 534656390 534663907 1.36 572 0.0216277 0 0.0908 2858286.34361233
1.148 1 535189594 535194099 1.33 230 0.0115942 0 0.2302 604389.22675934
1.157 1 535921908 535927648.5 1.26 1228 0 NA 0.0972 0
1.159 1 536066480 536070763 1.25 204 0 NA 0.3531 0
1.166 1 536783201 536787507 1.16 160 0 NA 0.1961 0
1.167 1 536884526 536887765 1.15 299 0 NA 0.1426 0
1.169 1 537081308 537085526 1.15 426 0 NA 0.1465 0
1.172 1 537359165.5 537366866 1.16 1650 0.000959091054545455 0.144389983789197 0.11555 99602.7057944219
