poscM Chromosome Start End Recombination nb_complete_site piSyn f0 div Ne
0.564 1 428220464 428226049 0.14 136 0 NA 0.0951 0
0.565 1 428980683 428991816 0.13 279 0.00105634 0.812030217543594 0.1428 88768.0672268908
0.568 1 430856235 430868178 0.12 95 0 NA 0.0708 0
0.57 1 431956908 432006360 0.11 1019 0.000515796 0 0.0725 85373.1310344828
0.571 1 432516343 432520847 0.11 73 0 NA 0.1392 0
0.573 1 433602425 433609131.5 0.12 186 0.00433318064516129 0 0.1009 515343.585152978
0.574 1 434445890 434449760 0.13 14 0 NA 0.1357 0
0.575 1 435008045.5 435014347.5 0.14 265 0.00254486724528302 0.128493143624262 0.13725 222502.054232395
0.576 1 435727827 435732677.25 0.1525 541 0.00697438741219963 0 0.144125 580694.875603785
0.578 1 437198800.5 437258896 0.185 89 0 NA 0.08265 0
0.579 1 439169648 439175794 0.17 58 0.00943953 0 0.1102 1027898.00362976
0.581 1 440951350 440958926.5 0.16 234 0 Inf 0.1209 0
0.584 1 443845079 443847803 0.16 74 0.0132273243243243 0 0.17375 913541.823838227
0.585 1 444560419.666667 444566594 0.16 628 0.0020094021656051 0 0.108133333333333 222991.609006731
0.588 1 446122024 446125170 0.17 48 0 Inf 0.1215 0
0.59 1 447746706 447750206 0.18 137 0 NA 0.1664 0
0.591 1 448240781 448266713 0.18 162 0.00234375 0 0.0746 377010.72386059
0.592 1 448818340 448821848 0.19 15 0 NA 0.1351 0
0.594 1 449867304 449870334 0.19 93 0 NA 0.1457 0
0.596 1 450955307 450959520 0.21 15 0 NA 0.1333 0
0.597 1 451137849 451143787.5 0.21 539 0.00129869758812616 0 0.1401 111237.480781684
0.598 1 451722894.5 451731540 0.22 274 0 Inf 0.13885 0
0.6 1 452492328 452500046 0.23 108 0 NA 0.1559 0
0.601 1 452999841 453013324 0.23 328 0 NA 0.1116 0
0.602 1 453437619 453444243 0.24 80 0 NA 0.1085 0
0.604 1 454083315 454093879 0.25 127 0 Inf 0.1297 0
0.605 1 454311763 454317693.5 0.25 695 0.00159327302158273 0.154521214305018 0.11395 167786.540228107
0.61 1 456208061 456212488 0.29 283 0.00106762 0.754992413030854 0.1065 120295.211267606
0.612 1 456657755 456663644 0.295 370 0 Inf 0.1455 0
0.616 1 457844667.5 457848997.5 0.32 109 0 Inf 0.10505 0
0.617 1 458196230 458199200 0.33 27 0 NA 0.183 0
0.621 1 459368912 459370353 0.34 45 0 NA 0.3439 0
0.622 1 459668934.5 459679616.5 0.35 439 0 NA 0.08635 0
0.628 1 461592038 461598573 0.37 383 0.00187416 0 0.0866 259698.845265589
0.631 1 462186628 462193644 0.38 99 0 NA 0.0521 0
0.633 1 462954501.5 462960428.5 0.39 173 0 NA 0.11475 0
0.634 1 463315309 463320049 0.39 118 0 NA 0.1236 0
0.635 1 463422671 463429793 0.395 55 0 NA 0.10835 0
0.642 1 465323892 465328316 0.41 57 0 NA 0.1306 0
0.643 1 465575506.5 465581032.5 0.42 146 0.00256849315068493 0 0.1412 218285.536885405
0.659 1 469543041 469552480 0.45 41 0 NA 0.1408 0
0.666 1 471017693 471025244 0.46 10 0 NA 0.1981 0
0.668 1 471472632 471476335 0.46 58 0.00590551 0 0.1971 359543.98782344
0.681 1 474180096 474216609 0.48 77 0 NA 0.071 0
0.687 1 475299984 475305250 0.49 85 0 Inf 0.10015 0
0.691 1 476056804 476062605 0.5 34 0.0206897 0 0.1059 2344441.92634561
0.695 1 476739645 476753209 0.51 267 0 Inf 0.119 0
0.7 1 477523494 477534400 0.51 13 0 NA 0.0992 0
0.701 1 477744803 477747382 0.51 368 0.00796388 0 0.124 770698.064516129
0.713 1 479735762 479740474 0.53 26 0.0380952 0 0.1363 3353942.7732942
0.721 1 480958935 480963017 0.54 55 0.00611621 0 0.219 335134.794520548
0.725 1 481644427 481650694 0.54 268 0 NA 0.1072 0
0.73 1 482441098 482444797 0.55 122 0.00262009 0 0.0915 343618.360655738
0.732 1 482728251 482731435 0.55 41 0 NA 0.1968 0
0.733 1 482863478 482872862 0.55 128 0 Inf 0.0972 0
0.737 1 483521236 483525244 0.56 176 0 NA 0.1396 0
0.753 1 485985464 485992576 0.57 63 0.0157895 0 0.166 1141409.63855422
0.77 1 488299092 488305072 0.58 378 0.00382653 0.0748662626452687 0.1218 376998.02955665
0.773 1 488763591 488768565 0.58 119 0 NA 0.1347 0
0.774 1 488813450 488818290 0.58 93 0 NA 0.1954 0
0.777 1 489289900 489292529 0.59 19 0.0408163 0 0.1577 3105869.37222574
0.78 1 489708007 489713264 0.59 8 NA NA 0.1185 NA
0.785 1 490472317 490475680 0.59 30 0 NA 0.1682 0
0.789 1 491085690 491097203 0.59 88 0 Inf 0.1795 0
0.794 1 491927123 491932052 0.6 130 0.0237213 0 0.0805 3536094.40993789
0.795 1 492108076 492112377 0.6 39 0 NA 0.2576 0
0.796 1 492209466 492215197 0.6 129 0 NA 0.1288 0
0.8 1 492944624 492953455 0.6 145 0.00252525 0 0.1209 250645.161290323
0.802 1 493350264 493354821 0.6 136 0 Inf 0.1389 0
0.806 1 494029816 494035718 0.6 755 0 Inf 0.1256 0
0.816 1 495886719.5 495889273.5 0.61 316 0 NA 0.11435 0
0.82 1 496571922 496575026 0.61 26 0 NA 0.1721 0
0.826 1 497889301 497943854 0.61 608 0.00134192 0 0.1288 125023.602484472
0.828 1 498200229 498207010 0.61 68 0 NA 0.1468 0
0.829 1 498539811.5 498544079 0.62 223 0 Inf 0.1478 0
0.83 1 498777039.5 498781711 0.62 84 0.0039888694047619 0 0.096 498608.675595238
0.842 1 502158738 502162531.5 0.63 365 0 NA 0.19255 0
0.847 1 503498269 503505706 0.64 183 0 Inf 0.1633 0
0.85 1 504458480 504461429 0.65 12 0 NA 0.1728 0
0.853 1 505146277 505151988 0.65 170 0 NA 0.1629 0
0.869 1 507662698 507666268 0.68 331 0.00888307069486405 0.0701883320334644 0.26595 400815.372582698
0.877 1 508562567 508569749 0.7 76 0 NA 0.1494 0
0.879 1 508769840 508778787 0.71 20 0 NA 0.1701 0
0.886 1 509508851 509513968 0.73 10 0 NA 0.2536 0
0.891 1 510048982 510050695 0.74 66 0.0217054 0 0.3963 657241.483724451
0.897 1 510593208 510606742 0.74 718 0.00332106 0.154204982746473 0.1137 350507.65171504
0.903 1 511101680.5 511107526 0.74 444 0.000633325740990991 0 0.14805 51333.3933933934
0.904 1 511187121 511192251 0.74 168 0 NA 0.1635 0
0.91 1 511720502 511726837 0.74 101 0.00895522 0 0.1275 842844.235294118
0.919 1 512555352 512561365 0.79 29 0 NA 0.159 0
0.926 1 513249950 513258481 0.83 532 0.00447427 0 0.0738 727523.577235772
0.932 1 513778616 513785966 0.85 288 0.00451921 0 0.1761 307952.981260647
0.952 1 515953680 515958890 0.86 128 0.00615385 0 0.2348 314506.814310051
0.954 1 516152290.5 516156479.5 0.85 23 0 NA 0.12755 0
0.961 1 517055945 517062466 0.8 22 0 NA 0.0781 0
0.963 1 517244177 517252345 0.79 343 0.00191083 0 0.0969 236635.294117647
0.965 1 517549911 517559380 0.78 220 0 NA 0.1187 0
0.969 1 518064149 518071401 0.75 51 0 NA 0.0914 0
0.971 1 518228534 518231920 0.75 98 0.0201117 0 0.1861 1296831.81085438
0.975 1 518820575 518824592 0.73 77 0 NA 0.1233 0
0.976 1 519001928 519009332 0.72 63 0 NA 0.1125 0
0.978 1 519268135 519281377 0.72 410 0 Inf 0.1403 0
0.984 1 519993456 520001858 0.71 221 0.0190691 0.0362051171791013 0.1614 1417776.95167286
0.985 1 520201880 520206424 0.71 219 0.0285714 0.0637606137606138 0.2074 1653118.61137898
0.993 1 521550289 521570080 0.72 177 0 NA 0.1233 0
0.995 1 522260222 522266530 0.74 131 0 Inf 0.207 0
0.996 1 522416030.75 522422470.75 0.75 393 0.00612182232400339 0.0463920057775431 0.1026 716002.610994549
0.998 1 522834724 522837858 0.77 158 0.0284679 0 0.3038 1124472.67939434
0.999 1 523079483 523083778 0.78 58 0 NA 0.2421 0
1.005 1 523990397.5 523996393.5 0.835 120 0 NA 0.08475 0
1.008 1 524415888 524419507 0.87 278 0.0047619 0.143135513135513 0.2103 271720.399429387
1.009 1 524560520 524569468 0.88 102 0.0061287 0.406673519669751 0.1064 691206.766917293
1.012 1 525014151 525021376 0.91 441 0.0107614 0.0358794394781348 0.1307 988039.785768936
1.014 1 525278493 525282734 0.94 502 0.0140447607569721 0.19802100282706 0.12845 1312083.52731542
1.016 1 525476773 525480502 0.96 59 0.0420168 0 0.2258 2232956.59875996
1.022 1 526121434 526125155 1.03 31 0 NA 0.3105 0
1.027 1 526684679 526705991 1.06 78 0.0320856 0.135409030842496 0.1237 3112588.52061439
1.034 1 527446416 527451361 1.07 361 0 NA 0.1307 0
1.038 1 527789985 527805338 1.06 33 0 NA 0.2337 0
1.04 1 527951848 527954521 1.06 117 0.00298805 0 0.1841 194766.974470396
1.042 1 528147129 528152304 1.07 549 0.00225108 0 0.1959 137891.577335375
1.044 1 528355864 528364696 1.1 128 0.00661376 0 0.1275 622471.529411765
1.046 1 528532996 528535826 1.12 109 0.0251397 0 0.3183 947773.798303487
1.062 1 529697208 529701530 1.26 232 0 Inf 0.1312 0
1.064 1 529829043 529838367 1.28 5 NA NA 0.1159 NA
1.069 1 530175208 530180789 1.31 246 0.00791667 0 0.1604 592269.576059851
1.079 1 530847359.5 530851322 1.36 48 0.0242395208333333 0 0.17195 1691621.11078802
1.093 1 531720741 531724018 1.4 157 0.00233905605095541 0.530469501824188 0.1669 168176.588444967
1.094 1 531749103 531752403 1.4 32 0 NA 0.1527 0
1.098 1 532013758 532018616 1.41 174 0 NA 0.147 0
1.103 1 532346852 532350845.5 1.42 317 0.0159832886435331 0.0586768494893868 0.2612 734301.162796315
1.107 1 532620538 532625023 1.42 19 0.0342857 0 0.1336 3079553.89221557
1.109 1 532709065 532712815 1.42 399 0.00438185 0 0.1327 396248.68123587
1.118 1 533223403 533226070 1.42 22 0 NA 0.1236 0
1.125 1 533708299 533710925 1.41 84 0.0308571 0.10040185240998 0.0781 4741167.73367477
1.129 1 533930744 533934050 1.4 11 0 NA 0.2547 0
1.137 1 534436983 534442745 1.38 146 0 NA 0.0882 0
1.138 1 534503583 534508254 1.37 43 0 NA 0.2031 0
1.141 1 534656390 534663907 1.36 48 0.00653595 0 0.1031 760731.328806983
1.143 1 534801259 534804120 1.35 3 NA NA 0.2183 NA
1.153 1 535610393 535616797 1.29 96 0 NA 0.1406 0
1.157 1 535921908 535927648.5 1.26 187 0.00481283422459893 0 0.0844 684289.226246294
1.167 1 536884526 536887765 1.15 120 0 NA 0.1154 0
1.169 1 537081308 537085526 1.15 31 0.032345 0 0.1682 2307609.98810939
1.172 1 537362557 537373015 1.16 390 0 Inf 0.0977 0
1.173 1 537502510 537507213 1.16 16 0 NA 0.1085 0
1.182 1 538451092.5 538458292 1.15 510 0.0176666016470588 0.0476590051467936 0.10765 1969337.85197126
1.184 1 538689466 538694886 1.13 143 0 NA 0.0798 0
1.186 1 538876759 538890933 1.12 558 0.00514072 0.139458285998848 0.1653 373192.014519056
1.188 1 539103351 539112884 1.1 446 0 NA 0.1078 0
1.2 1 540584485 540593837 0.98 225 0 Inf 0.1107 0
1.202 1 540809511 540812264 0.97 98 0.00867052 0 0.3435 302900.262008734
1.203 1 540995060.5 541001687.5 0.96 305 0.00563174491803279 0 0.1321 511589.243121828
1.206 1 541346878 541351320 0.94 123 0 NA 0.2213 0
1.211 1 541949496 541954211 0.915 35 0 NA 0.14285 0
1.216 1 542657139 542660410 0.9 103 0 NA 0.1558 0
1.227 1 543858569 543863416 0.89 169 0.00249169 0 0.2351 127181.114419396
1.239 1 545133284.5 545138133.5 0.9 50 0 NA 0.17085 0
1.24 1 545249187 545257929 0.89 131 0.00395257 0 0.1032 459601.162790698
1.246 1 545850732 545853695 0.89 84 0 NA 0.133 0
1.251 1 546288132 546292738 0.88 349 0.0394275 0.00629093906537315 0.1625 2911569.23076923
1.257 1 546756850 546817241 0.87 164 0.0016129 0.786235972471945 0.1462 132385.772913817
1.26 1 547037026 547043705 0.87 38 0.0225564 0.263157684736926 0.2349 1152306.51340996
1.261 1 547109896 547113915 0.87 99 0.0227488 0.0387867931495288 0.1328 2055614.45783133
1.262 1 547248150 547254511 0.86 445 0.00603076 0.162373233224337 0.1417 510720.67748765
1.264 1 547416295 547421751 0.86 35 0.0561224 0 0.1447 4654241.87975121
1.267 1 547726782 547732968 0.86 31 0.0164835 0.277862711196044 0.1274 1552605.96546311
1.274 1 548448564 548453735 0.84 224 0.0144516 0 0.0645 2688669.76744186
1.277 1 548754861 548762348.5 0.84 380 0.00888453163157895 0.292437984809566 0.1064 1002014.8456668
1.279 1 549001942 549007725 0.83 548 0.00415445224452555 0.251888868165853 0.11705 425915.65086977
1.28 1 549138782.5 549143873 0.83 553 0.00177751980470163 0 0.1944 109723.444734668
1.29 1 550267968 550275157 0.8 100 0.0031746 0 0.0734 519008.174386921
1.292 1 550543122 550549150 0.79 303 0.0034622 0.456903125180521 0.1863 223008.051529791
1.298 1 551377425 551382667 0.77 98 0 NA 0.1779 0
1.299 1 551573220 551578574 0.76 72 0.00711111 0 0.1074 794537.430167598
1.301 1 551778566 551783005 0.76 39 0 NA 0.1187 0
1.302 1 551836459 551841100 0.76 87 0.00998225 0 0.1632 733988.970588235
1.307 1 552521506 552527955 0.74 78 0 Inf 0.1384 0
1.308 1 552530966 552536547 0.74 90 0 NA 0.0972 0
1.311 1 552977323 552980445 0.72 47 0 NA 0.1585 0
1.312 1 553136153 553139528 0.72 17 0 NA 0.224 0
1.313 1 553233956 553247810 0.71 903 0.00301229 0.0927155087989536 0.055 657226.909090909
1.315 1 553490631 553492328 0.7 74 0 NA 0.1943 0
1.317 1 553912274 553920139 0.69 67 0 NA 0.1128 0
1.319 1 554264191 554272789 0.68 24 0.0285714 0 0.0878 3904974.94305239
1.321 1 554551982 554558408 0.67 37 0 NA 0.2097 0
1.326 1 555422945 555428407 0.65 113 0 NA 0.12885 0
1.327 1 555608835 555618502 0.64 424 0.00248869 0 0.1065 280415.774647887
1.33 1 556177625 556184672 0.62 691 0.00108544 0.112142541273585 0.1437 90642.1711899791
1.332 1 556723831.5 556733661 0.61 1008 0.00347759047619048 0.112602937994835 0.15695 265887.771355755
1.333 1 556900386 556905575 0.6 48 0.00714286 0 0.1075 797342.511627907
1.337 1 558082940.5 558091712 0.565 794 0.00333000317380353 0.337755247258635 0.17775 224810.340847495
1.338 1 558414150 558419426 0.56 74 0 Inf 0.2378 0
0.013 2 2084530 2097842 0.8 480 0.00338505 0.304187530464838 0.1029 394758.017492711
0.017 2 2847952 2853677 0.8 37 0.0344086 0 0.089 4639361.79775281
0.02 2 3328266 3391422 0.8 126 0.0126887 0.0542708078841804 0.1715 887839.067055393
0.025 2 3989250 3996706 0.8 385 0.000756525 0.296829582631109 0.1276 71146.5517241379
0.027 2 4332309 4342474 0.8 182 0 NA 0.213 0
0.038 2 6177034 6270249 0.8 226 0.00345901 0 0.1493 278018.218352311
0.04 2 6418717 6421210 0.8 11 0 NA 0.3543 0
0.045 2 7266680 7273365 0.81 294 0.00545653 0 0.1051 623010.085632731
0.057 2 9164984 9182015 0.81 104 0.0202703 0 0.1169 2080783.57570573
0.074 2 11802049 11806459 0.81 13 0 NA 0.1793 0
0.075 2 11904785 11908848 0.81 62 0 NA 0.1206 0
0.076 2 12053315 12056625 0.81 20 0 NA 0.2418 0
0.077 2 12345172 12456435 0.81 112 0 NA 0.1181 0
0.081 2 12867240 12870499 0.81 151 0.0323625 0 0.1382 2810057.88712012
0.083 2 13248591 13261788.5 0.81 254 0.0190253 0 0.13005 1755506.34371396
0.088 2 14019238 14030803 0.81 38 0.0166667 0 0.1174 1703580.91993186
0.104 2 16406629 16411125 0.8 116 0.00258398 0 0.18 172265.333333333
0.119 2 18655288.5 18674047 0.81 435 0.00263205496551724 0.313630724495491 0.0617 511906.962499301
0.122 2 19070302 19076680 0.81 207 0.00490731 0.396695949512054 0.0485 1214179.79381443
0.126 2 19616032 19621632 0.81 881 0.0102145 0.0284551373048118 0.0976 1255881.14754098
0.127 2 19816329 19830076 0.81 1808 0.00548118 0.124776781641909 0.1227 536056.723716381
0.143 2 21829668.5 21837221 0.8 901 0.00245973735849057 0.312733910538692 0.1034 285462.749534688
0.146 2 22221388 22229577 0.8 40 0 NA 0.0908 0
0.147 2 22350183 22354492.5 0.8 93 0.0154479301075269 0.117158752173013 0.0741 2501689.08623917
0.154 2 23215347 23309288 0.8 138 0.0132841 0.139547278325216 0.0943 1690447.50795334
0.156 2 23390760 23410922 0.8 124 0.00652174 0 0.2099 372848.404001906
0.158 2 23650801 23656760 0.8 43 0 NA 0.176 0
0.172 2 25206123 25209713 0.79 66 0 Inf 0.1782 0
0.177 2 25776379 25782473 0.79 131 0.0251479 0 0.0791 3815104.93046776
0.191 2 27377232.5 27391192 0.77 143 0.00581391783216783 0 0.16685 418142.127575751
0.192 2 27503508 27512959 0.77 431 0.00380545 0.0518971475121208 0.2299 198631.578947368
0.203 2 28684526 28689746 0.78 293 0.0201621 0.0318719280233706 0.142 1703839.43661972
0.205 2 28951130 29042210 0.78 36 0.0282132 0.653853515375782 0.139 2435671.94244604
0.212 2 29726748 29730404 0.79 128 0.00338792 0 0.1768 229949.321266968
0.213 2 29839107 29848681 0.79 159 0 Inf 0.0852 0
0.215 2 29989253 29992698 0.79 64 0 NA 0.2418 0
0.223 2 30892369 30898664 0.79 370 0.00776322 0 0.1744 534166.513761468
0.229 2 31558142 31562917.5 0.79 142 0.00881287042253521 0 0.1474 717465.706040858
0.231 2 31784211 31788110 0.79 113 0.00740741 0 0.1764 503905.442176871
0.237 2 32347378 32389420 0.78 303 0.0113744 0 0.0762 1791244.09448819
0.254 2 34192810 34201755 0.75 313 0.00130605 0.607471383178286 0.146 107346.575342466
0.256 2 34351990 34355573 0.75 38 0 NA 0.1505 0
0.271 2 36011434.5 36020751 0.76 75 0 NA 0.1503 0
0.274 2 36315736 36327118 0.76 150 0.00339703 0 0.151 269962.649006623
0.291 2 38131751 38135372 0.78 48 0 NA 0.1993 0
0.292 2 38244985 38252075 0.78 95 0 NA 0.0822 0
0.293 2 38365455 38369515 0.78 99 0.0277778 0 0.1811 1840605.19050248
0.296 2 38633561 38639213 0.78 105 0 NA 0.1213 0
0.312 2 40284521 40288387 0.79 164 0.00202634 0.645380340910212 0.1429 170161.511546536
0.329 2 42073835 42075166 0.79 66 0 NA 0.3716 0
0.33 2 42236597 42263706 0.79 163 0 NA 0.158 0
0.343 2 43736987 43739127 0.78 123 0 NA 0.165 0
0.349 2 44369207.5 44373663 0.77 106 0.00679575 0.359474657787643 0.1176 693443.87755102
0.35 2 44517552 44540933 0.77 60 0 NA 0.1335 0
0.352 2 44783286 44876122 0.77 418 0.00517241 0 0.1449 428356.935817805
