poscM Chromosome Start End Loess1 Loess2 nb_complete_site piSyn f0 div Ne
0.371 1 27442175.5 27445804.5 0.62 0.72 457 0 NA 0.21655 0
0.372 1 27635089 27640155 0.62 0.71 346 0 NA 0.2713 0
0.393 1 31214977 31217837 0.53 0.52 291 0 NA 0.2273 0
0.394 1 31344211 31349062 0.53 0.52 274 0 Inf 0.1559 0
0.398 1 32173373 32186590 0.5 0.48 256 0 Inf 0.1114 0
0.404 1 33441856 33445024 0.47 0.42 419 0.00192385 0.282943576682174 0.1026 225011.695906433
0.416 1 36169093 36172878 0.39 0.39 60 0.0227848 0.107483058881359 0.1014 2696426.03550296
0.417 1 36438691 36461615 0.39 0.4 845 0.00060423 0.278150704202042 0.0926 78301.9438444924
0.419 1 36947715 36953198 0.37 0.43 422 0.00197368 0.271368712253253 0.1293 183172.157772622
0.42 1 37114344 37117197 0.37 0.45 454 0.00185376 0 0.1323 168141.496598639
0.421 1 37374602 37382171 0.36 0.44 349 0 NA 0.0828 0
0.422 1 37693920 37828128 0.35 0.43 562 0 Inf 0.0846 0
0.426 1 39011650 39025960 0.32 0.38 1577 0.00245123 0.156773130224418 0.1091 269612.832263978
0.432 1 40513042 40543033 0.28 0.33 212 0 Inf 0.0787 0
0.434 1 41229756 41235195 0.26 0.31 143 0.0037594 0.416845773261691 0.1496 301556.14973262
0.443 1 44093452 44096983 0.2 0.23 395 0.00226415 0.576088156703399 0.215 126371.162790698
0.446 1 45642070 45647323.5 0.17 0.19 788 0 NA 0.1064 0
0.448 1 46520022.5 46524532 0.16 0.17 762 0 Inf 0.12235 0
0.453 1 52502474 52508430.4545455 0.0845454545454545 0.0709090909090909 4594 0.00681511025990422 0.116989390541175 0.153145454545455 534010.776627898
0.454 1 59079417.3333333 59083940.3333333 0.05 0.03 2518 0.000308143002382843 0.594449793330124 0.15805 23395.8622498837
0.455 1 61124506 61129528 0.05 0.03 233 0.00353201 0 0.0404 1049111.88118812
0.456 1 61919204 61923605 0.05 0.03 155 0 Inf 0.1935 0
0.457 1 63226660 63235665 0.05 0.04 521 0.0015311 0.286772908366534 0.0578 317875.432525952
0.458 1 64110158 64114041 0.06 0.05 123 0 NA 0.0985 0
0.46 1 66306340.5 66313125 0.07 0.07 824 0.000959287572815534 0.5803330004609 0.1058 108803.883495146
0.462 1 68142272.3333333 68145515 0.08 0.0766666666666667 766 0 NA 0.1402 0
0.463 1 69920807.75 69927714.25 0.0725 0.06 1208 0 Inf 0.126875 0
0.465 1 72535217.6666667 72543587.6666667 0.07 0.04 1673 0 Inf 0.101533333333333 0
0.466 1 73768603 73774575.6666667 0.0633333333333333 0.0333333333333333 1384 0 Inf 0.107033333333333 0
0.468 1 77509795.5 77515163.5 0.05 0.02 607 0 NA 0.12635 0
0.469 1 79707552.5 79713042.5 0.04 0.02 2116 0 NA 0.104425 0
0.471 1 85874336.4285714 85882736.4285714 0.0285714285714286 0.04 4322 0.000119209638593244 0.885262630729096 0.120314285714286 11889.8238444936
0.472 1 90100284.6666667 90109569 0.02 0.0355555555555556 4502 0 Inf 0.175744444444444 0
0.473 1 96779111.8 96785274.8 0.01 0.03 2161 0 NA 0.12144 0
0.474 1 115810602.243902 115818145.219512 0.00731707317073171 0.0129268292682927 15665 0.000648486938397702 0.44982045381685 0.123234146341463 63146.8102940406
0.476 1 142426894 142446852 0 0 644 0 NA 0.0883 0
0.478 1 143351069 143358345 0 0 270 0 Inf 0.0881 0
0.479 1 143837029 143854668 0 0 395 0 NA 0.078 0
0.48 1 144645320 144662246 0 0 267 0 NA 0.1587 0
0.481 1 145560113 145565113 0 -0.01 377 0 Inf 0.1053 0
0.482 1 150910144 150914554.5 0 -0.01 567 0.00134886243386243 0.908534384581691 0.0646 250562.681212836
0.483 1 189491902.840909 189508275.522727 0 -0.00863636363636364 17616 0.00129920173648955 0.248608591587312 0.127913636363636 121882.398789397
0.484 1 270517488.394737 270531188.078947 0 0 14344 0.00136438177649191 0.230353252887974 0.127147368421053 128768.54252842
0.485 1 303935077.681818 303942620.863636 0 0 8207 0.000627083071768003 0.565907234716501 0.149918181818182 50194.0243001494
0.486 1 323062825.193548 323070834.225806 0.00645161290322581 0 12355 0.00273072087260219 0.136060184563126 0.131777419354839 248666.65800299
0.487 1 332736456.4 332742885.2 0.01 0.002 1646 0 NA 0.12648 0
0.488 1 346722456.7 346738857.6 0.01 0.02 4306 0.0021514221342313 0.123990174027739 0.19099 135174.960001967
0.489 1 354150743.666667 354158893.444444 0.0144444444444444 0.03 3843 0.000200546734322144 0.299832705571589 0.104333333333333 23066.0780690006
0.49 1 358547306.2 358552357 0.02 0.04 1256 0.000651754203821656 0.738039659455066 0.11376 68750.443441103
0.491 1 363556027 363563388 0.02 0.05 802 0 NA 0.0811 0
0.492 1 367787963.2 367795694.8 0.019 0.06 4218 0 Inf 0.12027 0
0.493 1 372663818 372667268 0.08 0.07 61 0 NA 0.0798 0
0.497 1 375059276 375075518 0.13 0.07 2284 0 NA 0.0802 0
0.498 1 375899671 375903804 0.17 0.07 207 0 NA 0.1603 0
0.499 1 376378591 376383176 0.18 0.07 131 0 NA 0.2335 0
0.5 1 376970628 376975046.5 0.19 0.07 320 0 NA 0.22955 0
0.501 1 377357105 377361928 0.19 0.07 749 0 Inf 0.08975 0
0.504 1 379645200 379651249 0.11 0.08 673 0 Inf 0.1585 0
0.505 1 380445011.625 380448629.625 0.1075 0.08 2088 0.000336523189655172 0 0.1302 31015.9621802002
0.507 1 382472796 382482399.5 0.1 0.08 996 0 NA 0.0998 0
0.508 1 383460565 383462205 0.1 0.08 115 0 NA 0.1807 0
0.51 1 385035504 385040863 0.095 0.08 400 0.00196309995 0 0.1614 145955.3866171
0.511 1 385856048 385860531.333333 0.09 0.0866666666666667 1130 0 NA 0.149666666666667 0
0.512 1 386658800 386662971 0.09 0.09 319 0 NA 0.1327 0
0.513 1 387545376 387551621 0.09 0.09 515 0 NA 0.1074 0
0.514 1 388906503.2 388914213 0.09 0.09 1348 0 NA 0.18156 0
0.515 1 392940332 392947109.153846 0.0738461538461539 0.0969230769230769 5494 0.000563038305424099 0.4447197348607 0.108284615384615 62395.3794460179
0.516 1 396314737 396321894 0.07 0.1 82 0 NA 0.0601 0
0.517 1 397043231 397050481 0.07 0.11 707 0.00111395360678925 0 0.09815 136194.022225889
0.518 1 398276256 398284346 0.07 0.11 618 0 Inf 0.0797 0
0.519 1 399659264 399663176 0.075 0.11 344 0 Inf 0.11925 0
0.521 1 401282031 401295243.5 0.09 0.115 2412 0.000327168423300166 1.17659708051461 0.1825 21512.4442717917
0.522 1 402083793.75 402088504.5 0.0925 0.12 1193 0.000654317409891031 0 0.1148 68395.5480722332
0.523 1 403156203 403161115 0.1 0.12 507 0.00149163936883629 0.30731713367377 0.0988333333333333 181109.670415199
0.526 1 405081116.5 405086013 0.1225 0.1225 933 0 NA 0.1227 0
0.528 1 406335325.75 406338862.5 0.14 0.13 806 0 NA 0.205975 0
0.529 1 406785711.5 406791467.25 0.1475 0.13 1511 0 Inf 0.16255 0
0.533 1 409442943.333333 409447907 0.17 0.14 960 0 NA 0.117033333333333 0
0.535 1 410438726 410442190 0.16 0.14 240 0 NA 0.0849 0
0.536 1 411145993 411149733 0.17 0.15 365 0 NA 0.1103 0
0.537 1 411747775.5 411753840.5 0.17 0.15 653 0 NA 0.1555 0
0.538 1 412359982 412371785 0.18 0.15 2097 0 Inf 0.0834 0
0.541 1 414083259.333333 414086676.333333 0.176666666666667 0.14 906 0 Inf 0.199266666666667 0
0.542 1 414864751 414869005 0.17 0.14 227 0 NA 0.1296 0
0.543 1 415009131 415017171 0.17 0.14 518 0.00148285 0 0.1333 133489.872468117
0.545 1 416315528 416322392 0.18 0.15 428 0.00182025 0.295661035572037 0.0933 234115.75562701
0.547 1 417153319 417162493 0.18 0.15 900 0.000849257 0 0.1052 96873.4220532319
0.549 1 418514975 418519803 0.17 0.16 323 0.0024024 0 0.0727 396544.704264099
0.55 1 419183644.5 419199543 0.16 0.16 1158 0 NA 0.1094 0
0.551 1 419848819.333333 419853333.666667 0.156666666666667 0.16 814 0 Inf 0.111066666666667 0
0.552 1 420531068 420537189 0.15 0.16 845 0 NA 0.1969 0
0.554 1 421688241 421708558 0.14 0.16 1035 0 NA 0.1055 0
0.555 1 422891831 422894245 0.14 0.16 223 0 NA 0.3011 0
0.556 1 423267029 423271638 0.14 0.16 641 0 NA 0.09635 0
0.557 1 423932483.666667 423937710 0.14 0.16 954 0 Inf 0.124233333333333 0
0.558 1 424712471.5 424717179 0.14 0.16 325 0.0027972 0 0.17615 190555.776326994
0.559 1 425494831 425505642 0.15 0.16 63 0 NA 0.08 0
0.56 1 425620071 425622715 0.15 0.16 602 0.00118343 0 0.2123 66891.9453603392
0.562 1 427094732 427098155 0.17 0.16 61 0 NA 0.1431 0
0.563 1 427972885 427982398 0.17 0.15 364 0 NA 0.0667 0
0.564 1 428220464 428226049 0.17 0.14 87 0 NA 0.0868 0
0.565 1 428980683 428991816 0.18 0.13 721 0 NA 0.126 0
0.567 1 429994271 429998089 0.17 0.12 16 0 NA 0.3666 0
0.568 1 430856235 430868178 0.17 0.12 899 0 NA 0.071 0
0.57 1 431956908 432006360 0.16 0.11 2046 0.000236798 0 0.07 40593.9428571429
0.571 1 432616064.5 432621300.5 0.15 0.115 441 0 NA 0.1462 0
0.572 1 432907306 432911187 0.15 0.12 325 0 NA 0.24105 0
0.573 1 433805549 433808816 0.14 0.12 378 0 NA 0.0868 0
0.574 1 434601360 434605641 0.14 0.13 479 0 NA 0.1529 0
0.575 1 435113728 435120111 0.14 0.14 1495 0.000514673578595318 0 0.120966666666667 51056.072828414
0.576 1 435727827 435732677.25 0.14 0.1525 1833 0 NA 0.125425 0
0.578 1 437280599.5 437314018 0.14 0.185 1639 0.000295843242830994 0 0.0929 38214.412421657
0.579 1 439169648 439175794 0.12 0.17 231 0 NA 0.0945 0
0.58 1 440058091 440062775 0.12 0.17 576 0 NA 0.3551 0
0.581 1 440951350 440958926.5 0.11 0.16 1070 0 NA 0.1043 0
0.582 1 441911313 441920827 0.11 0.16 462 0 NA 0.1374 0
0.583 1 442734789 442743432 0.11 0.16 970 0 NA 0.1293 0
0.584 1 443868951.666667 443873018.333333 0.11 0.16 591 0 NA 0.140733333333333 0
0.585 1 444560419.666667 444566594 0.12 0.16 1513 0.000521935915399868 0.290529028996021 0.128766666666667 48640.1577903061
0.586 1 444895249 444898943 0.12 0.16 206 0 NA 0.1027 0
0.588 1 446122024 446125170 0.13 0.17 343 0 Inf 0.1097 0
0.589 1 447120289.5 447126681 0.1425 0.1725 772 0.00823640562176166 0.0918015739781253 0.123025 803388.477635764
0.59 1 447891396 447898232 0.15 0.18 76 0 NA 0.0664 0
0.591 1 448240781 448266713 0.16 0.18 586 0.00081103 0 0.0802 121351.122194514
0.592 1 448818340 448821848 0.17 0.19 123 0 NA 0.0497 0
0.594 1 450023104 450029211.666667 0.19 0.2 932 0.00149349418454936 0 0.146433333333333 122389.689605684
0.595 1 450208347 450211340 0.19 0.2 341 0 NA 0.3291 0
0.597 1 451191493.333333 451197738 0.213333333333333 0.21 1282 0.00077928655226209 0 0.1343 69630.9652058458
0.598 1 451722894.5 451731540 0.23 0.22 720 0.00105037625 0 0.13415 93958.3674990682
0.599 1 452221956 452229980 0.24 0.22 163 0 NA 0.1035 0
0.6 1 452492328 452500046 0.25 0.23 373 0 NA 0.1394 0
0.601 1 452999841 453013324 0.26 0.23 1369 0 NA 0.1089 0
0.602 1 453437619 453444243 0.27 0.24 901 0.000567859 0 0.1038 65648.4393063584
0.604 1 454083315 454093879 0.28 0.25 721 0.00428094 0.149679509640406 0.1206 425964.179104478
0.605 1 454418042 454424958.5 0.29 0.255 984 0 Inf 0.11845 0
0.606 1 454711788 454712640 0.29 0.26 60 0 NA 0.2513 0
0.607 1 455156108 455159755 0.3 0.27 449 0 NA 0.5422 0
0.61 1 456204553 456209026 0.31 0.29 531 0 Inf 0.21055 0
0.611 1 456555473 456570754 0.32 0.29 672 0 NA 0.1348 0
0.612 1 456657755 456663644 0.32 0.295 1360 0 NA 0.14085 0
0.616 1 457841129 457846914 0.32 0.32 721 0 NA 0.0712 0
0.617 1 458152934.5 458156213 0.32 0.33 487 0 NA 0.2007 0
0.62 1 459029724 459034768 0.33 0.34 296 0 NA 0.1329 0
0.622 1 459668934.5 459679616.5 0.33 0.35 634 0 NA 0.08485 0
0.623 1 459861794 459865828 0.33 0.35 222 0 NA 0.1546 0
0.628 1 461483557 461489016.5 0.35 0.37 718 0 NA 0.09465 0
0.63 1 462120103 462126552 0.36 0.38 89 0 NA 0.1451 0
0.631 1 462186628 462193644 0.36 0.38 354 0 NA 0.058 0
0.633 1 462954501.5 462960428.5 0.37 0.39 1043 0 NA 0.1154 0
0.634 1 463315309 463320049 0.37 0.39 382 0 NA 0.1402 0
0.635 1 463485505 463489143 0.37 0.4 326 0 NA 0.18835 0
0.641 1 465039785 465043386 0.38 0.41 293 0 NA 0.4653 0
0.642 1 465323892 465328316 0.38 0.41 368 0 NA 0.1261 0
0.643 1 465575506.5 465581032.5 0.38 0.42 1088 0 NA 0.1213 0
0.648 1 466802232 466810627.5 0.39 0.43 1177 0 NA 0.23355 0
0.652 1 467879121 467884272 0.41 0.44 628 0 Inf 0.2003 0
0.659 1 469543041 469552480 0.43 0.45 573 0 NA 0.1265 0
0.666 1 471017693 471025244 0.46 0.46 185 0.00429722 0 0.2281 226070.320035072
0.668 1 471472632 471476335 0.47 0.46 163 0 NA 0.2096 0
0.675 1 472948820 472951168 0.51 0.47 95 0 Inf 0.6256 0
0.677 1 473465420 473467310 0.53 0.48 355 0 NA 0.5127 0
0.678 1 473580718 473584260 0.53 0.48 308 0.00560093 0.129809156693621 0.1453 462568.203716449
0.679 1 473873354 473876719 0.53 0.48 509 0 Inf 0.1958 0
0.681 1 474180096 474216609 0.54 0.48 787 0.0110349 0.119163744120925 0.0727 1821441.54057772
0.687 1 475304448.333333 475309531 0.56 0.49 1051 0.000934141027592769 0.441210153510419 0.143566666666667 78080.0487423721
0.691 1 476056804 476062605 0.57 0.5 272 0 Inf 0.107 0
0.695 1 476739645 476753209 0.58 0.51 610 0.00383275 0 0.1235 372412.955465587
0.7 1 477523494 477534400 0.59 0.51 618 0.00685046 0.321045594018504 0.1083 759053.739612188
0.701 1 477745056.333333 477747809 0.59 0.51 207 0.0112973971014493 0.217750880327613 0.153266666666667 884528.698678064
0.704 1 478253894 478257709 0.59 0.52 263 0 NA 0.1695 0
0.711 1 479358547 479360848 0.59 0.53 22 0 NA 0.2762 0
0.713 1 479735762 479740474 0.59 0.53 224 0 NA 0.1278 0
0.721 1 480958935 480963017 0.59 0.54 266 0 NA 0.2686 0
0.725 1 481644427 481650694 0.58 0.54 392 0 NA 0.0973 0
0.73 1 482427258.5 482431832 0.59 0.55 459 0.0174654662309368 0.0890476357390725 0.1215 1724984.31910487
0.733 1 482863478 482872862 0.6 0.55 619 0.00247678 0 0.089 333947.865168539
0.737 1 483521236 483525244 0.62 0.56 429 0.00120216 0 0.1544 93432.1243523316
0.755 1 486173912.5 486178013 0.66 0.57 256 0 NA 0.20035 0
0.77 1 488295383.5 488299811 0.67 0.58 705 0.00317026595744681 0 0.20155 188753.120760911
0.773 1 488735202.333333 488738885.666667 0.67 0.58 1060 0.00130087156603774 0.488035042776038 0.255766666666667 61033.9845918917
0.774 1 488813450 488818290 0.67 0.58 562 0 NA 0.1927 0
0.776 1 489151928 489153445 0.67 0.59 19 0 NA 0.2378 0
0.777 1 489289900 489292529 0.67 0.59 358 0 NA 0.1561 0
0.78 1 489714895 489719543 0.67 0.59 576 0 Inf 0.1402 0
0.785 1 490472317 490475680 0.66 0.59 392 0 Inf 0.1293 0
0.789 1 491085690 491097203 0.66 0.59 552 0.0352833 0.128572724206636 0.1751 2418044.54597373
0.791 1 491337576 491338820 0.65 0.6 35 0 Inf 0.3605 0
0.794 1 491927123 491932052 0.65 0.6 180 0 NA 0.0803 0
0.796 1 492201921 492207502 0.64 0.6 599 0 NA 0.25425 0
0.798 1 492627220 492636539 0.64 0.6 305 0 NA 0.2662 0
0.8 1 492944624 492953455 0.63 0.6 821 0 NA 0.1159 0
0.802 1 493350264 493354821 0.62 0.6 667 0.0162123 0.170843125281422 0.1282 1517531.98127925
0.804 1 493622114 493624232 0.62 0.6 90 0.0168421 0 0.3016 670110.079575597
0.806 1 494029816 494035718 0.61 0.6 2318 0.00167902210526316 0.533273753958288 0.12455 161768.488664455
0.809 1 494490814 494493876 0.6 0.61 42 0 NA 0.1041 0
0.814 1 495399707 495401012 0.58 0.61 95 0 NA 0.4799 0
0.815 1 495604804 495606184 0.57 0.61 73 0 NA 0.0866 0
0.816 1 495884739 495886729 0.57 0.61 129 0 NA 0.1264 0
0.819 1 496434857 496442222 0.55 0.61 12 0 NA 0.1116 0
0.82 1 496657323 496660679 0.54 0.61 97 0.00788177 0 0.4123 229399.078341014
0.823 1 497175564.5 497181880 0.53 0.61 253 0.00317539976284585 0 0.16895 225538.89999497
0.826 1 497825921 497854533.5 0.505 0.61 1082 0 NA 0.2093 0
0.828 1 498200229 498207010 0.45 0.61 215 0 NA 0.1385 0
0.829 1 498539811.5 498544079 0.385 0.62 507 0 Inf 0.1497 0
0.83 1 498874557.5 498881265 0.35 0.62 892 0 NA 0.1171 0
0.831 1 499314439 499319540 0.32 0.62 90 0 NA 0.2836 0
0.838 1 500888949 500893295 0.45 0.63 335 0 NA 0.19 0
0.839 1 501358479 501363332 0.43 0.63 347 0 NA 0.2382 0
0.842 1 502158738 502162531.5 0.4 0.63 875 0 Inf 0.1661 0
0.846 1 503410879 503413989 0.39 0.64 36 0 NA 0.269 0
0.847 1 503498269 503505706 0.39 0.64 574 0.00142985 0 0.1425 120408.421052632
0.849 1 504078029 504080009 0.41 0.65 138 0 NA 0.1267 0
0.85 1 504458480 504461429 0.42 0.65 129 0 NA 0.1753 0
0.852 1 504803233 504813389 0.44 0.65 464 0 NA 0.139 0
0.853 1 505146277 505151988 0.46 0.65 532 0 NA 0.1527 0
0.862 1 506605805 506612052 0.59 0.67 203 0 NA 0.2816 0
0.863 1 506767745 506770889 0.61 0.67 309 0 NA 0.2088 0
0.869 1 507651854.666667 507656266 0.723333333333333 0.68 785 0 NA 0.1883 0
0.872 1 507972973 507981024 0.77 0.68 309 0.00492813 0.761532264773859 0.1477 400389.70886933
0.873 1 508112459 508115584 0.84 0.69 81 0 NA 0.3897 0
0.874 1 508268516 508270626 0.89 0.69 248 0 NA 0.322 0
0.877 1 508562567 508569749 0.9 0.7 377 0 NA 0.1306 0
0.879 1 508769840 508778787 0.83 0.71 497 0 NA 0.1694 0
0.883 1 509273585 509276914 0.97 0.72 231 0.00985626 0 0.502 235607.80876494
0.886 1 509572191 509576703 1.03 0.73 225 0 NA 0.2353 0
0.888 1 509763075 509768157 1.07 0.73 170 0 NA 0.26 0
0.889 1 509819769 509821594 1.07 0.73 24 0 NA 0.2849 0
0.89 1 509976502 509979975 1.1 0.74 213 0 NA 0.4015 0
0.894 1 510268189 510270084 1.12 0.74 284 0.00576923 0.225182563357675 0.2055 336889.343065694
0.897 1 510593208 510606742 1.14 0.74 1459 0 Inf 0.1031 0
0.903 1 511092008 511097072.333333 1.12 0.74 1011 0.000805425598417409 0.286993668852764 0.181366666666667 53290.4273902347
0.926 1 513240329.5 513247248 1.1 0.83 1223 0 NA 0.0917 0
0.932 1 513778616 513785966 1.03 0.85 614 0.0152583 0 0.1734 1055937.71626298
0.935 1 514097453 514100580 0.95 0.86 16 0 NA 0.285 0
0.952 1 515953680 515958890 0.86 0.86 166 0 NA 0.2151 0
0.954 1 516143122.666667 516148544 0.85 0.85 728 0.00526140192307692 0 0.111733333333333 565067.032311364
0.959 1 516783653 516787802 0.83 0.82 416 0.0175396 0.0312084084015599 0.2941 715658.619517171
0.96 1 516958434 516962852 0.83 0.81 280 0.0115942 0.0701219575304894 0.1032 1348162.79069767
0.961 1 517055945 517062466 0.82 0.8 591 0.00505929 0.0780093649504179 0.0693 876067.532467533
0.963 1 517244177 517252345 0.82 0.79 563 0 NA 0.0953 0
0.965 1 517549911 517559380 0.81 0.78 744 0.00100819 0.931885854848788 0.1413 85621.2314225053
0.969 1 518064149 518071401 0.78 0.75 547 0.00144665 0 0.1059 163926.345609065
0.971 1 518250447.5 518254167 0.78 0.745 579 0 NA 0.1722 0
0.973 1 518539163.5 518543953 0.76 0.735 186 0.01009578 0 0.1571 771160.789306174
0.975 1 518810336.5 518815187.5 0.75 0.73 252 0 NA 0.1752 0
0.976 1 518997434 519000496 0.74 0.72 128 0 NA 0.2063 0
0.978 1 519265438.5 519274744.5 0.73 0.72 1600 0.00814746640625 0.267114230391982 0.20425 478676.116891065
0.984 1 520051670 520056549 0.69 0.71 774 0.0020048311498708 0 0.3057 78697.9842932601
0.985 1 520160380 520164278.5 0.67 0.71 562 0 NA 0.1777 0
0.992 1 521283934 521292837 0.52 0.71 658 0 NA 0.108 0
0.993 1 521550289 521570080 0.5 0.72 93 0 NA 0.1024 0
0.995 1 522226672.5 522231042.5 0.48 0.74 462 0 NA 0.3494 0
0.996 1 522409494.5 522415472.25 0.48 0.75 1108 0 NA 0.138725 0
0.998 1 522834724 522837858 0.49 0.77 171 0 NA 0.2611 0
0.999 1 523016577 523021580.5 0.5 0.775 332 0.0285547825301205 0.048395719544712 0.21285 1609853.84243104
1.005 1 523990397.5 523996393.5 0.59 0.835 641 0 NA 0.0935 0
1.008 1 524415888 524419507 0.65 0.87 352 0.0102073 0 0.2021 606074.22068283
1.009 1 524594117.5 524600490 0.685 0.88 641 0.0237196146645866 0.150321679306863 0.15665 1817014.84822878
1.012 1 525019023 525023930 0.77 0.915 635 0 NA 0.2173 0
1.014 1 525278493 525282734 0.83 0.94 855 0.000868612116959064 0.312106043578076 0.12635 82495.80849631
1.015 1 525399085 525407552 0.86 0.95 196 0 NA 0.1356 0
1.016 1 525476773 525480502 0.86 0.96 307 0 NA 0.2216 0
1.022 1 526142472.5 526148069.5 0.91 1.03 994 0 NA 0.223 0
1.024 1 526369760 526372538 0.94 1.05 61 0 NA 0.1898 0
1.027 1 526678143.5 526690809 0.99 1.06 1089 0.000689982295684114 0.619853702744692 0.1449 57141.3909469245
1.034 1 527446416 527451361 1.01 1.07 499 0 NA 0.141 0
1.038 1 527789985 527805338 1.07 1.06 40 0 NA 0.6258 0
1.039 1 527862261 527868015 1.08 1.06 685 0.00113933 0.294986527169477 0.1656 82560.1449275362
1.04 1 527951848 527954521 1.11 1.06 321 0.0423398 0.087032532038413 0.1628 3120869.77886978
1.041 1 528031392 528035150 1.13 1.05 226 0.0418705 0 0.1274 3943846.15384615
1.042 1 528122024 528124172 1.15 1.06 96 0 NA 0.1354 0
1.043 1 528277572 528281424 1.19 1.09 19 0 NA 0.378 0
1.044 1 528355864 528364696 1.21 1.1 754 0.0116918 0 0.1137 1233963.06068602
1.046 1 528530989 528536363 1.25 1.12 459 0.00824162614379085 0.0614294065007794 0.23845 414759.965298764
1.051 1 528880145 528883062 1.3 1.17 105 0 NA 0.1048 0
1.062 1 529697208 529701530 1.31 1.26 646 0.00122075 0 0.1119 130911.528150134
1.063 1 529824426 529828532 1.3 1.28 25 0 NA 0.0682 0
1.064 1 529829043 529838367 1.3 1.28 360 0.00201765 0.648140163060987 0.1475 164147.79661017
1.066 1 529972127 529975563 1.32 1.29 325 0 NA 0.24125 0
1.069 1 530175208 530180789 1.36 1.31 504 0.00309179 0 0.1655 224178.126888218
1.078 1 530744050 530752626 1.45 1.35 245 0 NA 0.2028 0
1.079 1 530847359.5 530851322 1.47 1.36 183 0.0548109442622951 0.0224724225431904 0.185 3555304.49268941
