poscM Chromosome Start End GenDens
0.53 4B 26111017971 26111285513 267542
0.54 4B 51597004044 51597350518 346474
0.55 4B 27161584929 27161761938 177009
0.56 4B 88931529233 88932004499 475266
0.57 4B 37596359228 37596514691 155463
0.58 4B 50971259292 50971486672 227380
0.59 4B 63363068413 63363444586 376173
0.6 4B 53143800957 53144040649 239692
0.61 4B 31826156194 31826372236 216042
0.62 4B 31497484717 31497628802 144085
0.63 4B 31139692650 31139852383 159733
0.64 4B 29589584356 29589737351 152995
0.65 4B 17757578701 17757686709 108008
0.66 4B 17846100306 17846236570 136264
0.67 4B 7030893612 7030927707 34095
0.68 4B 8326503831 8326561631 57800
0.69 4B 12195521659 12195569767 48108
0.7 4B 12218773626 12218820291 46665
0.71 4B 9016047122 9016125808 78686
0.72 4B 8385362911 8385396549 33638
0.73 4B 10338512285 10338549441 37156
0.74 4B 7762239765 7762283613 43848
0.75 4B 7775211090 7775255697 44607
0.76 4B 5191126774 5191142902 16128
0.77 4B 8447528142 8447565903 37761
0.78 4B 14316738985 14316795264 56279
0.79 4B 5866631302 5866644807 13505
0.8 4B 8482265357 8482315294 49937
0.81 4B 10453249870 10453311064 61194
0.82 4B 11776717086 11776743515 26429
0.83 4B 13751564365 13751575882 11517
0.84 4B 5904845778 5904862864 17086
0.85 4B 9856108678 9856160567 51889
0.86 4B 13156889023 13156948772 59749
0.87 4B 3951759324 3951778673 19349
0.88 4B 7913680687 7913746436 65749
0.89 4B 29059145559 29059263392 117833
0.9 4B 11242142931 11242195850 52919
0.91 4B 5960967375 5960990242 22867
0.92 4B 3979011935 3979027047 15112
0.93 4B 9295447116 9295490696 43580
0.94 4B 12634953623 12634985508 31885
0.95 4B 15311822039 15311903536 81497
0.96 4B 8665224697 8665276891 52194
0.97 4B 18025910279 18025985468 75189
0.98 4B 4680028851 4680042904 14053
0.99 4B 2677947260 2677953978 6718
1 4B 6704803184 6704870735 67551
1.01 4B 8729654250 8729698882 44632
1.02 4B 4705177355 4705220224 42869
1.03 4B 6731829136 6731849419 20283
0 5B 758823 778595 19772
0.01 5B 2637147 2645214 8067
0.02 5B 860861 865647 4786
0.03 5B 5070002 5079579 9577
0.05 5B 16013008 16030128 17120
0.06 5B 3449225 3449773 548
0.07 5B 15108802 15129699 20897
0.08 5B 17261532 17271755 10223
0.09 5B 34987945 35008496 20551
0.1 5B 5417279 5421527 4248
0.11 5B 31313677 31339471 25794
0.12 5B 80823852 80910274 86422
0.13 5B 65809948 65824921 14973
0.14 5B 65444317 65491427 47110
0.15 5B 88752255 88797666 45411
0.16 5B 140078412 140108533 30121
0.17 5B 81953431 81992221 38790
0.18 5B 43713885 43718701 4816
0.19 5B 92174381 92202732 28351
0.2 5B 112454271 112497497 43226
0.21 5B 186913341 186967493 54152
0.22 5B 111729836 111766284 36448
0.23 5B 256951583 256976795 25212
0.24 5B 160733990 160764644 30654
0.25 5B 17544779 17547737 2958
0.26 5B 215857658 215888382 30724
0.27 5B 232762596 232787133 24537
0.28 5B 492819260 492893086 73826
0.29 5B 327425464 327489244 63780
0.3 5B 459125301 459193507 68206
0.31 5B 725058974 725145882 86908
0.32 5B 88100023 88105048 5025
0.33 5B 93117830 93128206 10376
0.34 5B 131848651 131870425 21774
0.35 5B 443561528 443590510 28982
0.36 5B 829851917 829901939 50022
0.37 5B 721455531 721501624 46093
0.38 5B 694808981 694856317 47336
0.39 5B 2302122600 2302265717 143117
0.4 5B 1861710255 1861829531 119276
0.41 5B 2522225189 2522345196 120007
0.42 5B 2431716821 2431850225 133404
0.43 5B 4025675066 4025949942 274876
0.44 5B 14119204212 14119815778 611566
0.45 5B 34338511883 34339651621 1139738
0.47 5B 3930350986 3930675339 324353
0.48 5B 52932554081 52934060506 1506425
0.49 5B 47816883791 47817563892 680101
0.5 5B 37959445349 37960147831 702482
0.51 5B 64998899366 64999745776 846410
0.52 5B 115081015087 115082154878 1139791
0.53 5B 45442559560 45442942354 382794
0.54 5B 19857239773 19857373165 133392
0.55 5B 27760742084 27760932581 190497
0.56 5B 15797567713 15797691159 123446
0.57 5B 15531722574 15531834812 112238
0.58 5B 14366696447 14366816936 120489
0.59 5B 13155511333 13155581445 70112
0.6 5B 11468140892 11468250884 109992
0.61 5B 3551385676 3551399358 13682
0.62 5B 10722328968 10722400931 71963
0.63 5B 13478225747 13478319563 93816
0.64 5B 5881239541 5881287162 47621
0.65 5B 15481883607 15481972034 88427
0.66 5B 12827192952 12827293773 100821
0.67 5B 14768165470 14768281947 116477
0.68 5B 20940534407 20940663672 129265
0.69 5B 14063454364 14063559216 104852
0.7 5B 18906527708 18906631516 103808
0.71 5B 16680282192 16680450641 168449
0.72 5B 28769530544 28769739632 209088
0.73 5B 14056970307 14057071986 101679
0.74 5B 20996975567 20997096732 121165
0.75 5B 27044904718 27045043610 138892
0.76 5B 12869167339 12869212217 44878
0.77 5B 13446032169 13446107180 75011
0.78 5B 4012118708 4012142416 23708
0.79 5B 7543749431 7543806547 57116
0.8 5B 2017439964 2017449022 9058
0.81 5B 13674047771 13674134014 86243
0.82 5B 16778932358 16779028734 96376
0.83 5B 16363535343 16363623963 88620
0.84 5B 16474264659 16474358351 93692
0.85 5B 24872489669 24872612029 122360
0.86 5B 18826830446 18826923864 93418
0.87 5B 36398665595 36398759291 93696
0.88 5B 11129488549 11129541589 53040
0.89 5B 19144270951 19144400272 129321
0.9 5B 9605146607 9605216528 69921
0.91 5B 8570041517 8570081194 39677
0.92 5B 8594739874 8594779304 39430
0.93 5B 6467146950 6467200274 53324
0.94 5B 5938365999 5938416389 50390
0.95 5B 2163130857 2163140426 9569
0.96 5B 7579506213 7579547403 41190
0.97 5B 7049735889 7049777636 41747
0.98 5B 6518849840 6518895995 46155
0.99 5B 5989750584 5989786009 35425
1 5B 9278787730 9278869974 82244
1.01 5B 5468721611 5468783078 61467
1.02 5B 7131324810 7131360209 35399
1.03 5B 10449893292 10449955023 61731
1.04 5B 10468614202 10468697736 83534
1.05 5B 9390419030 9390469545 50515
1.06 5B 10537667978 10537730906 62928
1.07 5B 17284737809 17284850990 113181
1.08 5B 21903675970 21903815163 139193
1.09 5B 26631541136 26631689196 148060
1.1 5B 37717068108 37717311250 243142
1.11 5B 16689932343 16690029265 96922
1.12 5B 17918316949 17918436110 119161
1.13 5B 17411466001 17411563732 97731
1.14 5B 10489145801 10489202641 56840
1.15 5B 12853506344 12853575714 69370
1.16 5B 6442904057 6442931753 27696
1.17 5B 10567326101 10567383429 57328
1.18 5B 14131972531 14132054003 81472
1.19 5B 10045471573 10045535297 63724
1.2 5B 4742738333 4742777918 39585
1.21 5B 23239138262 23239278709 140447
1.22 5B 6581219852 6581270396 50544
1.23 5B 17422956360 17423030323 73963
1.24 5B 15692632365 15692729096 96731
1.25 5B 21810919466 21811028233 108767
1.26 5B 27420871011 27420991202 120191
1.27 5B 35541036887 35541170864 133977
1.28 5B 53271235790 53271581041 345251
1.29 5B 25708247841 25708433476 185635
1.3 5B 20250679418 20250780705 101287
1.31 5B 32511578678 32511703384 124706
1.32 5B 35281091364 35281223944 132580
1.33 5B 37521314342 37521426551 112209
1.34 5B 25373947642 25374069199 121557
1.35 5B 21602750797 21602826337 75540
1.36 5B 17074436980 17074521330 84350
1.37 5B 21079057134 21079180771 123637
1.38 5B 17815939183 17815990524 51341
1.39 5B 6613079211 6613102105 22894
1.4 5B 8608867102 8608951199 84097
1.41 5B 11938439509 11938496493 56984
1.42 5B 9969105599 9969154008 48409
1.43 5B 12651585655 12651662446 76791
1.44 5B 2003187044 2003196207 9163
1.45 5B 12041138379 12041196711 58332
1.46 5B 16084199455 16084249617 50162
1.47 5B 14778507611 14778582153 74542
1.48 5B 12122047639 12122084787 37148
1.49 5B 4048876594 4048902710 26116
1.5 5B 14203392650 14203454985 62335
1.51 5B 12203779725 12203835699 55974
1.52 5B 12909013527 12909102885 89358
1.53 5B 17699465285 17699554821 89536
1.54 5B 11593689978 11593724927 34949
1.55 5B 10244121783 10244201803 80020
1.56 5B 16424351900 16424427792 75892
1.57 5B 15762746020 15762825589 79569
1.58 5B 7550734404 7550765847 31443
1.59 5B 10313317101 10313364399 47298
1.6 5B 14472346716 14472379690 32974
1.61 5B 22782504142 22782664233 160091
1.62 5B 20086025019 20086207270 182251
1.63 5B 42432813493 42433019765 206272
1.64 5B 27961971304 27962146661 175357
1.65 5B 84486317169 84486676755 359586
1.66 5B 86711511068 86711911129 400061
0 6B 5261303 5303773 42470
0.01 6B 20446315 20610690 164375
0.02 6B 46314815 46359431 44616
0.03 6B 99127696 99228800 101104
0.04 6B 194108127 194197419 89292
0.05 6B 136020966 136071040 50074
0.06 6B 274980344 275073924 93580
0.07 6B 109784801 109823883 39082
0.08 6B 355785891 355845967 60076
0.09 6B 316382901 316449243 66342
0.1 6B 563006791 563089515 82724
0.11 6B 551069337 551149479 80142
0.12 6B 669693664 669795007 101343
0.13 6B 577332104 577508451 176347
0.14 6B 344868585 344961710 93125
0.15 6B 415609724 415663854 54130
0.16 6B 72910617 72931573 20956
0.17 6B 583181001 583277445 96444
0.18 6B 900652652 900715365 62713
0.19 6B 694178228 694230997 52769
0.2 6B 373959962 373970302 10340
0.21 6B 388795237 388836517 41280
0.22 6B 338050154 338074038 23884
0.23 6B 190764429 190775938 11509
0.24 6B 261373723 261389005 15282
0.25 6B 169861088 169870001 8913
0.26 6B 138686319 138697784 11465
0.27 6B 608649303 608703983 54680
