poscM Chromosome Start End GenDens
1.04 2D 47032445666 47032685972 240306
1.05 2D 22873481362 22873617292 135930
1.06 2D 27607891891 27608030167 138276
1.07 2D 27757306423 27757460039 153616
1.08 2D 12184315856 12184387601 71745
1.09 2D 2913108389 2913120810 12421
1.1 2D 26912718387 26912892220 173833
1.11 2D 20551513308 20551626137 112829
1.12 2D 12956982520 12957037925 55405
1.13 2D 21263515885 21263613353 97468
1.14 2D 20750940454 20751061282 120828
1.15 2D 24994411094 24994536920 125826
1.16 2D 19161878431 19161976428 97997
1.17 2D 30074439333 30074691522 252189
1.18 2D 14499461108 14499524219 63111
1.19 2D 19422107663 19422184492 76829
1.2 2D 23751188993 23751315898 126905
1.21 2D 9770121232 9770162491 41259
1.22 2D 7346973242 7347003393 30151
1.23 2D 10425858820 10425906707 47887
1.24 2D 15376984053 15377031493 47440
1.25 2D 38891828747 38892020189 191442
1.26 2D 45842513007 45842684500 171493
1.27 2D 29846090891 29846243706 152815
1.28 2D 26868789903 26868942517 152614
1.29 2D 43392950976 43393175871 224895
1.3 2D 67236492480 67236819914 327434
1.31 2D 210026143073 210027213616 1070543
0 3D 174900229 175140470 240241
0.01 3D 241083948 241242641 158693
0.02 3D 308704353 308851585 147232
0.03 3D 281807943 281929257 121314
0.04 3D 171842516 171920804 78288
0.05 3D 176919144 176969351 50207
0.06 3D 113206916 113231947 25031
0.07 3D 152818510 152862708 44198
0.08 3D 220696825 220753681 56856
0.09 3D 336902466 336953928 51462
0.1 3D 302872276 302947438 75162
0.11 3D 153564995 153592798 27803
0.12 3D 162375539 162414100 38561
0.13 3D 327318386 327383645 65259
0.14 3D 327439650 327496166 56516
0.15 3D 452358924 452469865 110941
0.16 3D 91042997 91069785 26788
0.17 3D 378866651 378962264 95613
0.18 3D 159665126 159682492 17366
0.19 3D 102800503 102805796 5293
0.2 3D 392174941 392191138 16197
0.21 3D 312858578 312903918 45340
0.22 3D 277241478 277277594 36116
0.23 3D 406936646 406978715 42069
0.24 3D 49372440 49376339 3899
0.25 3D 151647435 151663690 16255
0.26 3D 339303156 339334196 31040
0.27 3D 397460453 397506699 46246
0.28 3D 274293035 274314345 21310
0.29 3D 563393096 563443440 50344
0.3 3D 405773335 405801183 27848
0.31 3D 1021526805 1021639450 112645
0.32 3D 698642002 698708867 66865
0.33 3D 629403466 629463561 60095
0.34 3D 1209879589 1209992166 112577
0.35 3D 1748535799 1748672472 136673
0.36 3D 1745794108 1745906490 112382
0.37 3D 2018626943 2018770057 143114
0.38 3D 1641011858 1641120440 108582
0.39 3D 1707874187 1707974988 100801
0.4 3D 808123978 808177766 53788
0.41 3D 416047193 416068901 21708
0.42 3D 485148484 485172644 24160
0.43 3D 1103134561 1103179786 45225
0.44 3D 1082589303 1082652727 63424
0.45 3D 1055434694 1055501268 66574
0.46 3D 983883620 983932540 48920
0.47 3D 1534040586 1534107517 66931
0.48 3D 2013344851 2013468395 123544
0.49 3D 2525573524 2525683392 109868
0.5 3D 11861829122 11862316454 487332
0.51 3D 1300456833 1300482297 25464
0.52 3D 467665539 467673330 7791
0.53 3D 2179933725 2179987940 54215
0.54 3D 1445691965 1445722909 30944
0.55 3D 17769276134 17769825904 549770
0.56 3D 13766406856 13766863118 456262
0.57 3D 10669167907 10669459572 291665
0.58 3D 23066039155 23066532954 493799
0.59 3D 69226640065 69228760430 2120365
0.6 3D 43250375190 43250955788 580598
0.61 3D 31165738784 31166186315 447531
0.62 3D 32765170782 32765550025 379243
0.63 3D 73363492445 73364291471 799026
0.64 3D 41263724885 41264189182 464297
0.65 3D 22165876845 22166064574 187729
0.66 3D 19716487660 19716663631 175971
0.67 3D 13101331519 13101471512 139993
0.68 3D 20753076262 20753245543 169281
0.69 3D 26471737430 26471967528 230098
0.7 3D 20446048142 20446256508 208366
0.71 3D 18047594087 18047730642 136555
0.72 3D 19964322355 19964446166 123811
0.73 3D 16636464167 16636549093 84926
0.74 3D 14565758189 14565886268 128079
0.75 3D 17781643812 17781822077 178265
0.76 3D 12088357626 12088455572 97946
0.77 3D 8119586394 8119644094 57700
0.78 3D 16350943983 16351025825 81842
0.79 3D 16889939832 16890047956 108124
0.8 3D 14249425652 14249536247 110595
0.81 3D 18044273718 18044375033 101315
0.82 3D 10246247710 10246307722 60012
0.83 3D 9387547564 9387617990 70426
0.84 3D 14189778126 14189878249 100123
0.85 3D 16211329853 16211473011 143158
0.86 3D 21632127917 21632242829 114912
0.87 3D 18885725704 18885834163 108459
0.88 3D 17577722958 17577892422 169464
0.89 3D 3935464830 3935492218 27388
0.9 3D 33310579264 33310762856 183592
0.91 3D 21581298436 21581443752 145316
0.92 3D 21259824487 21259969070 144583
0.93 3D 23479329606 23479453676 124070
0.94 3D 22128252446 22128389609 137163
0.95 3D 26460498074 26460635049 136975
0.96 3D 24068808551 24068928990 120439
0.97 3D 26324005214 26324193234 188020
0.98 3D 14861917148 14862027099 109951
0.99 3D 14942835028 14942904806 69778
1 3D 16637802554 16637898884 96330
1.01 3D 6477138760 6477207646 68886
1.02 3D 7589342574 7589457890 115316
1.03 3D 15249339147 15249500267 161120
1.04 3D 23512022206 23512151330 129124
1.05 3D 24165612267 24165747906 135639
1.06 3D 18219891111 18219984035 92924
1.07 3D 17185913066 17185993476 80410
1.08 3D 16148677310 16148747908 70598
1.09 3D 11178709857 11178752671 42814
1.1 3D 8403714997 8403760467 45470
1.11 3D 10664277146 10664323234 46088
1.12 3D 9562006685 9562040045 33360
1.13 3D 7328455560 7328480848 25288
1.14 3D 33429373164 33429568985 195821
1.15 3D 29098952129 29099092153 140024
1.16 3D 18943190936 18943267688 76752
1.17 3D 13244574299 13244653931 79632
1.18 3D 17328513079 17328573309 60230
1.19 3D 10419801326 10419862032 60706
1.2 3D 10432442305 10432477575 35270
1.21 3D 8130425988 8130448760 22772
1.22 3D 5815949422 5815974022 24600
1.23 3D 11645265883 11645303169 37286
1.24 3D 13994248376 13994296958 48582
1.25 3D 5842733835 5842755980 22145
1.26 3D 6434597995 6434629297 31302
1.27 3D 6446265010 6446308478 43468
1.28 3D 10563181276 10563223531 42255
1.29 3D 12343004073 12343052390 48317
1.3 3D 7652037619 7652084597 46978
1.31 3D 15324552932 15324577304 24372
1.32 3D 11809868218 11809947655 79437
1.33 3D 8871992744 8872052854 60110
1.34 3D 7109390299 7109404291 13992
1.35 3D 10680621515 10680686331 64816
1.36 3D 11890089721 11890153406 63685
1.37 3D 10119980316 10120032321 52005
1.38 3D 10140070799 10140122265 51466
1.39 3D 8961813365 8961852741 39376
1.4 3D 8377631760 8377685815 54055
1.41 3D 4194046389 4194072112 25723
1.42 3D 3601075513 3601091402 15889
1.43 3D 9008997459 9009012171 14712
1.44 3D 4813019891 4813041788 21897
1.45 3D 15671833334 15671903860 70526
1.46 3D 27190478874 27190625298 146424
1.47 3D 40059065784 40059270872 205088
1.48 3D 17670809034 17670937145 128111
1.49 3D 10986277915 10986314500 36585
1.5 3D 14059534468 14059587559 53091
1.51 3D 3058919613 3058926545 6932
1.52 3D 4899089445 4899104675 15230
1.53 3D 4290776651 4290808039 31388
1.54 3D 12272538478 12272596403 57925
1.55 3D 4298186245 4298202815 16570
1.56 3D 1843310370 1843316711 6341
1.57 3D 2459661742 2459667025 5283
1.58 3D 1230565610 1230568520 2910
1.59 3D 615474122 615475387 1265
0 4D 186233105 186490768 257663
0.01 4D 100814679 100900968 86289
0.02 4D 15884494 15888206 3712
0.03 4D 84478604 84525721 47117
0.04 4D 30076981 30089826 12845
0.05 4D 44678734 44693151 14417
0.06 4D 92822711 92855887 33176
0.07 4D 34895422 34904746 9324
0.08 4D 21493814 21522848 29034
0.09 4D 52291463 52307734 16271
0.1 4D 93109204 93156350 47146
0.11 4D 79546494 79576966 30472
0.12 4D 40944504 40953662 9158
0.13 4D 16838155 16849576 11421
0.14 4D 51969912 51999977 30065
0.15 4D 62552547 62557940 5393
0.16 4D 196716498 196812443 95945
0.17 4D 20006625 20007946 1321
0.18 4D 61654088 61685793 31705
0.19 4D 96799737 96819559 19822
0.2 4D 132253430 132294589 41159
0.21 4D 57421638 57450055 28417
0.22 4D 95450991 95481818 30827
0.23 4D 74383936 74423785 39849
0.24 4D 164231574 164274420 42846
0.25 4D 118516878 118553205 36327
0.26 4D 55067909 55083592 15683
0.28 4D 250326018 250351973 25955
0.29 4D 258857362 258919267 61905
0.3 4D 381873515 381961512 87997
0.31 4D 410340563 410404411 63848
0.32 4D 262873466 262939704 66238
0.33 4D 708671208 708749935 78727
0.34 4D 204473812 204495975 22163
0.35 4D 172218358 172273655 55297
0.36 4D 221833014 221872925 39911
0.37 4D 209727977 209768052 40075
0.38 4D 72697053 72703491 6438
0.39 4D 406891564 406936643 45079
0.4 4D 457952726 458014962 62236
0.41 4D 462494629 462569641 75012
0.42 4D 790649446 790729386 79940
0.43 4D 580212900 580295059 82159
0.44 4D 1438940829 1439113561 172732
0.45 4D 1752349225 1752459138 109913
0.46 4D 2274769806 2274978202 208396
0.47 4D 1896710281 1896866464 156183
0.48 4D 2032779179 2032892900 113721
0.49 4D 1767359633 1767481672 122039
0.5 4D 1643259115 1643398808 139693
0.51 4D 17476211684 17477168241 956557
0.52 4D 8914556191 8914869607 313416
0.53 4D 10039927859 10040269916 342057
0.54 4D 32915819849 32916831351 1011502
0.56 4D 403340077 403348768 8691
0.57 4D 24175094186 24175974841 880655
0.58 4D 6788509683 6788729544 219861
0.59 4D 39752797070 39753442794 645724
0.6 4D 90266613689 90267572603 958914
0.61 4D 44148604512 44149022170 417658
0.62 4D 8336350627 8336439033 88406
0.63 4D 9530995785 9531088647 92862
0.64 4D 18596735122 18596881625 146503
0.65 4D 29646017735 29646295317 277582
0.66 4D 33729537954 33729892872 354918
0.67 4D 21744852030 21745060374 208344
0.68 4D 17766429223 17766563140 133917
0.69 4D 17547512159 17547665478 153319
0.7 4D 10380825409 10380881958 56549
0.71 4D 18733558880 18733696170 137290
0.72 4D 24249137185 24249293251 156066
0.73 4D 11554875631 11554952090 76459
0.74 4D 21575188291 21575318231 129940
0.75 4D 26373263626 26373439114 175488
0.76 4D 10561634798 10561713560 78762
0.77 4D 8297896494 8297935483 38989
0.78 4D 14830648453 14830731962 83509
0.79 4D 17695592485 17695691433 98948
0.8 4D 17807830458 17807967125 136667
0.81 4D 8471908128 8471935306 27178
0.82 4D 18955897112 18956039574 142462
0.83 4D 4762012008 4762043225 31217
0.84 4D 10022306243 10022382407 76164
0.85 4D 8605305042 8605356451 51409
0.86 4D 4313592083 4313607060 14977
0.87 4D 3358839202 3358860179 20977
0.88 4D 2885127847 2885147128 19281
0.89 4D 6736526247 6736564190 37943
0.9 4D 3373164297 3373189348 25051
0.91 4D 6755713042 6755772714 59672
0.92 4D 10147882592 10147971971 89379
0.93 4D 5806854646 5806887837 33191
0.94 4D 13084827636 13084900420 72784
0.95 4D 5824509798 5824532731 22933
0.96 4D 2428805567 2428819596 14029
0.97 4D 2917360113 2917380328 20215
0.98 4D 7302809249 7302856077 46828
0.99 4D 5360671650 5360691310 19660
1 4D 16142597229 16142664101 66872
1.01 4D 23168630920 23168828218 197298
1.02 4D 5456801511 5456829726 28215
1.03 4D 8951803849 8951869280 65431
1.04 4D 4980108538 4980136090 27552
1.05 4D 2991730793 2991760439 29646
1.06 4D 4491441501 4491473560 32059
1.07 4D 9491972404 9492017213 44809
1.08 4D 8503877097 8503957408 80311
1.09 4D 3004904535 3004933076 28541
1.1 4D 3510863130 3510886153 23023
1.11 4D 16583875097 16583957278 82181
1.12 4D 17636644731 17636742747 98016
1.13 4D 4036381909 4036390930 9021
1.14 4D 1515618078 1515625094 7016
1.15 4D 505307336 505307578 242
1.16 4D 3537499091 3537523183 24092
1.17 4D 1516294084 1516302641 8557
1.18 4D 1516566122 1516572636 6514
1.19 4D 505700443 505700892 449
1.2 4D 505725280 505725876 596
1.21 4D 3542177324 3542200673 23349
1.22 4D 2024510837 2024520445 9608
1.23 4D 1519087670 1519094655 6985
1.24 4D 1520072485 1520076835 4350
1.25 4D 36114948583 36115192023 243440
0 5D 2105926 2122339 16413
0.01 5D 4942427 4954439 12012
0.02 5D 24586037 24630270 44233
0.03 5D 31276587 31314809 38222
0.04 5D 87068158 87157582 89424
0.05 5D 25758901 25784844 25943
0.06 5D 79906340 79982944 76604
0.07 5D 348788653 348878076 89423
0.08 5D 84497096 84556471 59375
0.09 5D 84449170 84518008 68838
0.1 5D 157350870 157393686 42816
0.11 5D 121844824 121892800 47976
0.12 5D 781940633 782103603 162970
0.13 5D 565321368 565389636 68268
0.14 5D 323093906 323140913 47007
0.15 5D 351249848 351270888 21040
0.16 5D 814860878 814970056 109178
0.17 5D 450452666 450512395 59729
0.18 5D 594574661 594639012 64351
0.19 5D 1150484943 1150568664 83721
0.2 5D 150770970 150791727 20757
0.21 5D 120297739 120303095 5356
0.22 5D 491121500 491162909 41409
0.23 5D 624787620 624826082 38462
0.24 5D 764404995 764442437 37442
0.25 5D 476226598 476257484 30886
0.26 5D 491027307 491062604 35297
0.27 5D 818136371 818179032 42661
0.28 5D 369437918 369474655 36737
0.29 5D 469216067 469249479 33412
0.3 5D 1220934828 1221021384 86556
0.31 5D 3596846154 3597044803 198649
0.32 5D 35223717059 35225272806 1555747
0.33 5D 233489864 233496305 6441
0.37 5D 116958786 116968730 9944
0.45 5D 117242640 117243941 1301
0.46 5D 234528757 234535490 6733
0.47 5D 117342860 117345201 2341
0.52 5D 235451587 235481770 30183
0.53 5D 117895789 117905396 9607
0.54 5D 472110668 472130773 20105
0.55 5D 2386554633 2386631970 77337
0.56 5D 18649332330 18650170317 837987
0.57 5D 10314561671 10315046736 485065
0.58 5D 35219753271 35220449817 696546
0.59 5D 95559383512 95560981081 1597569
0.6 5D 30064482384 30064865604 383220
0.61 5D 21860031754 21860325872 294118
0.62 5D 26918552149 26918828437 276288
0.63 5D 16650461364 16650669795 208431
0.64 5D 16309252580 16309414994 162414
0.65 5D 15844596993 15844708832 111839
0.66 5D 12365387923 12365578919 190996
0.67 5D 10443615812 10443748917 133105
0.68 5D 9517948308 9518033016 84708
0.69 5D 3424573290 3424598664 25374
0.7 5D 15911558623 15911670672 112049
0.71 5D 10501340442 10501423406 82964
0.72 5D 12713473620 12713572517 98897
0.73 5D 17445397286 17445542075 144789
0.74 5D 5381901369 5381943738 42369
0.75 5D 10483988641 10484119204 130563
0.76 5D 9108883140 9108962888 79748
0.77 5D 9539752472 9539848496 96024
0.78 5D 15505647284 15505767475 120191
0.79 5D 12999621482 12999756189 134707
0.8 5D 5986238039 5986274689 36650
0.81 5D 9767876284 9767974699 98415
0.82 5D 9071510273 9071578552 68279
0.83 5D 8353255669 8353316005 60336
0.84 5D 10689207151 10689283249 76098
0.85 5D 9214898706 9214977571 78865
0.86 5D 8097098226 8097176864 78638
0.87 5D 14332711856 14332798894 87038
0.88 5D 10501525558 10501582647 57089
0.89 5D 7811847879 7811919648 71769
0.9 5D 3137496571 3137530169 33598
0.91 5D 9059723265 9059759196 35931
0.92 5D 4355031172 4355077690 46518
0.93 5D 5955282200 5955360407 78207
0.94 5D 11555630405 11555720223 89818
0.95 5D 9192851648 9192945149 93501
0.96 5D 1203589829 1203600729 10900
0.97 5D 4432019396 4432068171 48775
0.98 5D 6878926888 6878978899 52011
0.99 5D 9356061240 9356122742 61502
1 5D 16751988562 16752105661 117099
1.01 5D 14370817204 14370888755 71551
1.02 5D 15690774205 15690875328 101123
1.03 5D 9974831683 9974912844 81161
1.04 5D 6265625844 6265657755 31911
1.05 5D 8821665956 8821733131 67175
1.06 5D 15183963522 15184065038 101516
1.07 5D 14404086222 14404169655 83433
1.08 5D 8937560938 8937621780 60842
1.09 5D 9835216827 9835262923 46096
1.1 5D 13319944771 13320017320 72549
1.11 5D 11660769377 11660843496 74119
1.12 5D 9522646752 9522685602 38850
1.13 5D 6079014517 6079032001 17484
1.14 5D 16965073238 16965124523 51285
1.15 5D 6546792543 6546829772 37229
1.16 5D 10499734403 10499801763 67360
1.17 5D 11847457830 11847577783 119953
1.18 5D 15872496373 15872571254 74881
1.19 5D 15499024095 15499147771 123676
1.2 5D 3553719787 3553741985 22198
1.21 5D 8006925226 8006984670 59444
1.22 5D 8913829726 8913883910 54184
1.23 5D 13412485071 13412608202 123131
1.24 5D 8976637743 8976716545 78802
1.25 5D 7199534628 7199569172 34544
1.26 5D 7661317886 7661377578 59692
1.27 5D 3160361113 3160401709 40596
1.28 5D 4972514989 4972538922 23933
1.29 5D 3168233882 3168258009 24127
1.3 5D 1360058006 1360074453 16447
1.31 5D 4993109964 4993151177 41213
1.32 5D 3635614214 3635645956 31742
1.33 5D 1366270053 1366275459 5406
1.34 5D 6845939053 6845995473 56420
1.35 5D 6866652551 6866703280 50729
1.36 5D 14237819249 14237913846 94597
1.37 5D 15240254031 15240356956 102925
1.38 5D 18102103177 18102267201 164024
1.39 5D 14919816454 14919943523 127069
1.4 5D 16904925719 16905060818 135099
1.41 5D 22702401203 22702539144 137941
1.42 5D 10460701228 10460766478 65250
1.43 5D 10016095825 10016142992 47167
1.44 5D 6699318986 6699362677 43691
1.45 5D 10558459580 10558539501 79921
1.46 5D 12024112625 12024182471 69846
1.47 5D 7719669928 7719727093 57165
1.48 5D 14518377800 14518439003 61203
1.49 5D 12142995434 12143060769 65335
1.5 5D 6820149425 6820190839 41414
1.51 5D 13189389112 13189456886 67774
1.52 5D 9798693434 9798761079 67645
1.53 5D 13259536899 13259664821 127922
1.54 5D 5415437579 5415463319 25740
1.55 5D 13825701577 13825770217 68640
1.56 5D 12868944395 12869009977 65582
1.57 5D 7935756783 7935796691 39908
1.58 5D 8455429310 8455481957 52647
1.59 5D 12460190291 12460314082 123791
1.6 5D 7495014184 7495043947 29763
1.61 5D 9515646157 9515724317 78160
1.62 5D 5017220292 5017272784 52492
1.63 5D 22140184238 22140243053 58815
1.64 5D 4032216855 4032233495 16640
1.65 5D 9098630170 9098679074 48904
1.66 5D 7596857701 7596906142 48441
1.67 5D 10663064539 10663117636 53097
1.68 5D 11201151105 11201206770 55665
