poscM Chromosome Start End GenDens
0.33 2A 731757288 731795455 38167
0.34 2A 265518823 265528368 9545
0.35 2A 430962071 430990582 28511
0.36 2A 328532723 328544112 11389
0.37 2A 110724755 110733433 8678
0.38 2A 391766813 391786151 19338
0.39 2A 284784792 284801023 16231
0.4 2A 806401876 806458672 56796
0.41 2A 872917952 872978662 60710
0.42 2A 294946425 294958753 12328
0.43 2A 838935596 838961977 26381
0.44 2A 917993747 918028699 34952
0.45 2A 996332858 996387185 54327
0.46 2A 1143118111 1143198242 80131
0.47 2A 1176210902 1176267700 56798
0.48 2A 1531176188 1531257261 81073
0.49 2A 1240070384 1240129125 58741
0.5 2A 2054863493 2054948674 85181
0.51 2A 1898074792 1898149366 74574
0.52 2A 2544387435 2544494718 107283
0.53 2A 2972914223 2973051494 137271
0.54 2A 5416023283 5416307532 284249
0.55 2A 51408255567 51409764479 1508912
0.56 2A 72879293965 72880729042 1435077
0.57 2A 231347815 231369634 21819
0.59 2A 464306061 464309224 3163
0.6 2A 24372911245 24373549104 637859
0.61 2A 194807051072 194809402487 2351415
0.62 2A 88135001647 88135573106 571459
0.63 2A 78046109445 78046667607 558162
0.64 2A 58185883580 58186236669 353089
0.65 2A 67144358740 67144776514 417774
0.66 2A 58476027636 58476375463 347827
0.67 2A 61778637897 61778935428 297531
0.68 2A 59853535692 59853910512 374820
0.69 2A 73332952196 73333353984 401788
0.7 2A 30395364085 30395520114 156029
0.71 2A 12788286416 12788361294 74878
0.72 2A 43961637711 43961835854 198143
0.73 2A 31414489858 31414667341 177483
0.74 2A 29752397294 29752555396 158102
0.75 2A 20675124965 20675230413 105448
0.76 2A 38249141189 38249291032 149843
0.77 2A 28335796039 28335924447 128408
0.78 2A 42750526997 42750704523 177526
0.79 2A 20462972175 20463103792 131617
0.8 2A 30863505157 30863631709 126552
0.81 2A 26867636486 26867777212 140726
0.82 2A 31132942689 31133070371 127682
0.83 2A 29207690272 29207801694 111422
0.84 2A 21670982773 21671072905 90132
0.85 2A 25282558160 25282652382 94222
0.86 2A 30333710494 30333831948 121454
0.87 2A 23341461443 23341519248 57805
0.88 2A 30540598683 30540760118 161435
0.89 2A 37790821737 37790944764 123027
0.9 2A 30060440127 30060563999 123872
0.91 2A 27985908245 27986061415 153170
0.92 2A 28774366183 28774480134 113951
0.93 2A 15878157855 15878223939 66084
0.94 2A 22420435930 22420515462 79532
0.95 2A 22473791256 22473883591 92335
0.96 2A 22536667367 22536759949 92582
0.97 2A 34264075311 34264230333 155022
0.98 2A 5842663348 5842691263 27915
0.99 2A 8059049086 8059076404 27318
1 2A 29359289084 29359405803 116719
1.01 2A 27944983247 27945115554 132307
1.02 2A 10324916223 10324941510 25287
1.03 2A 15515132855 15515196049 63194
1.04 2A 21471051253 21471147944 96691
1.05 2A 23036806773 23036916926 110153
1.06 2A 47731496395 47731680518 184123
1.07 2A 50884709338 50884822702 113364
1.08 2A 46554030697 46554176428 145731
1.09 2A 42938344624 42938519371 174747
1.1 2A 58298282098 58298525703 243605
1.11 2A 300174606780 300175902400 1295620
0 3A 748360 767159 18799
0.01 3A 3012370 3030141 17771
0.02 3A 20324621 20350409 25788
0.03 3A 24641969 24660862 18893
0.04 3A 10854045 10856315 2270
0.05 3A 10269448 10270883 1435
0.06 3A 18927336 18929361 2025
0.07 3A 1074481421 1074830280 348859
0.08 3A 535850810 535968802 117992
0.09 3A 541692238 541821466 129228
0.1 3A 291152819 291207055 54236
0.11 3A 497588708 497670964 82256
0.12 3A 158576260 158601371 25111
0.13 3A 267369086 267449063 79977
0.14 3A 457406312 457503676 97364
0.15 3A 537984720 538076832 92112
0.16 3A 233840358 233875047 34689
0.17 3A 110884883 110899469 14586
0.18 3A 249446544 249471169 24625
0.19 3A 211044496 211072521 28025
0.2 3A 359435420 359483295 47875
0.21 3A 469244149 469284283 40134
0.22 3A 226995596 227026445 30849
0.23 3A 521741854 521850613 108759
0.24 3A 187123953 187151395 27442
0.25 3A 331269807 331282794 12987
0.26 3A 199027606 199033560 5954
0.27 3A 88124724 88125762 1038
0.28 3A 183004766 183023179 18413
0.29 3A 703091632 703180651 89019
0.3 3A 661605814 661663988 58174
0.31 3A 313712824 313723617 10793
0.32 3A 760802019 760846679 44660
0.33 3A 594113433 594136625 23192
0.34 3A 1030263661 1030324739 61078
0.35 3A 232697920 232705676 7756
0.36 3A 158610041 158613096 3055
0.37 3A 443308079 443332601 24522
0.38 3A 698110476 698158991 48515
0.39 3A 547547008 547615310 68302
0.4 3A 215610435 215621297 10862
0.41 3A 802743184 802791801 48617
0.42 3A 550535323 550589501 54178
0.43 3A 1364524402 1364622472 98070
0.44 3A 855656017 855704798 48781
0.45 3A 2203521070 2203640243 119173
0.46 3A 1254298341 1254388711 90370
0.47 3A 2145589055 2145688150 99095
0.48 3A 1735239242 1735340028 100786
0.49 3A 1505364810 1505436262 71452
0.5 3A 735391417 735428722 37305
0.51 3A 1327131753 1327184410 52657
0.52 3A 963921992 963982209 60217
0.53 3A 2314936990 2315018877 81887
0.54 3A 1228617368 1228684156 66788
0.55 3A 1710545008 1710609625 64617
0.56 3A 3226462050 3226625576 163526
0.57 3A 4581801209 4582017559 216350
0.58 3A 9042403881 9042737910 334029
0.59 3A 10413116645 10413392349 275704
0.6 3A 7913640921 7913839869 198948
0.61 3A 8789224591 8789480346 255755
0.62 3A 8159817854 8160046728 228874
0.63 3A 21337891898 21338290958 399060
0.64 3A 137837779994 137840669309 2889315
0.65 3A 91335400252 91336216956 816704
0.66 3A 67466363454 67466905623 542169
0.67 3A 78058220239 78058834028 613789
0.68 3A 50331088188 50331451867 363679
0.69 3A 29387549916 29387735515 185599
0.7 3A 7805829124 7805886261 57137
0.71 3A 117302286145 117303068094 781949
0.72 3A 20023063192 20023188405 125213
0.73 3A 17376808559 17376937892 129333
0.74 3A 20372339985 20372536775 196790
0.75 3A 22842380484 22842491509 111025
0.76 3A 24730276937 24730401666 124729
0.77 3A 7511859272 7511894035 34763
0.78 3A 4637550216 4637576915 26699
0.79 3A 9305598177 9305678055 79878
0.8 3A 9340829237 9340892188 62951
0.81 3A 7606393787 7606445149 51362
0.82 3A 17633043988 17633187401 143413
0.83 3A 58974842189 58975129788 287599
0.84 3A 21659731451 21659850847 119396
0.85 3A 22402207572 22402308555 100983
0.86 3A 19492038427 19492137096 98669
0.87 3A 34425698746 34425858723 159977
0.88 3A 21112524006 21112670103 146097
0.89 3A 32461432334 32461541606 109272
0.9 3A 18221577558 18221684656 107098
0.91 3A 27817969839 27818173492 203653
0.92 3A 27985933385 27986084847 151462
0.93 3A 27485958148 27486111098 152950
0.94 3A 20557391986 20557519125 127139
0.95 3A 19361714657 19361812646 97989
0.96 3A 29797489396 29797626188 136792
0.97 3A 12997480030 12997542983 62953
0.98 3A 16314988278 16315073552 85274
0.99 3A 15707667706 15707735492 67786
1 3A 15093921538 15093975769 54231
1.01 3A 20414844860 20414950263 105403
1.02 3A 15182198126 15182294259 96133
1.03 3A 15889774222 15889845085 70863
1.04 3A 11283735013 11283802407 67394
1.05 3A 57651013166 57651199199 186033
1.06 3A 9437319441 9437381972 62531
1.07 3A 10141839720 10141929933 90213
1.08 3A 3390325625 3390366698 41073
1.09 3A 6797757754 6797785442 27688
1.1 3A 20445135608 20445220292 84684
1.11 3A 17766971275 17767057542 86267
1.12 3A 12325360438 12325415517 55079
1.13 3A 19220562198 19220643771 81573
1.14 3A 7562540159 7562563292 23133
1.15 3A 19976431882 19976489916 58034
1.16 3A 9657395937 9657416304 20367
1.17 3A 10369450053 10369490278 40225
1.18 3A 12470479244 12470557159 77915
1.19 3A 6240761670 6240786007 24337
1.2 3A 2777787511 2777789901 2390
1.21 3A 8342880826 8342929375 48549
1.22 3A 6957134349 6957152731 18382
1.23 3A 8356992654 8357016840 24186
1.24 3A 13948300487 13948355033 54546
1.25 3A 9072454001 9072479733 25732
1.26 3A 2795236102 2795244924 8822
1.27 3A 11195014648 11195067857 53209
1.28 3A 42107771575 42107912758 141183
1.29 3A 24695453774 24695542322 88548
1.3 3A 12048214888 12048250925 36037
1.31 3A 29879324028 29879432314 108286
1.32 3A 19271854547 19271931328 76781
1.33 3A 18581791331 18581846639 55308
1.34 3A 4293687430 4293694388 6958
1.35 3A 6446826571 6446858372 31801
1.36 3A 5018113747 5018130095 16348
1.37 3A 2869714166 2869725792 11626
1.38 3A 5743811692 5743825308 13616
1.39 3A 7905176254 7905207881 31627
1.4 3A 17995750565 17995818628 68063
1.41 3A 12985186616 12985254712 68096
1.42 3A 8672777371 8672796080 18709
1.43 3A 23904962737 23905075904 113167
1.44 3A 21049138958 21049202842 63884
1.45 3A 10902669553 10902698820 29267
1.46 3A 8735257983 8735283127 25144
1.47 3A 5100142484 5100160860 18376
1.48 3A 6564911309 6564928464 17155
1.49 3A 10220987652 10221007282 19630
1.5 3A 6574422098 6574435320 13222
1.51 3A 5116985709 5117016271 30562
1.52 3A 3659404933 3659415603 10670
1.53 3A 5858457298 5858495508 38210
1.54 3A 6595066250 6595111189 44939
1.55 3A 9533813189 9533863120 49931
1.56 3A 11742535832 11742582241 46409
1.57 3A 3671654426 3671666433 12007
1.58 3A 4410503166 4410527633 24467
1.59 3A 6623370987 6623392344 21357
1.6 3A 8109201788 8109223300 21512
1.61 3A 13281566370 13281630538 64168
1.62 3A 17733080728 17733157992 77264
1.63 3A 15534466333 15534520590 54257
1.64 3A 2964431239 2964434946 3707
1.65 3A 17818996520 17819062106 65586
1.66 3A 15620836447 15620895457 59010
1.67 3A 11183613575 11183651203 37628
1.68 3A 21657498249 21657574778 76529
1.69 3A 23237817813 23237900617 82804
0 4A 867829 879763 11934
0.01 4A 8335394 8365062 29668
0.02 4A 13950377 13981332 30955
0.03 4A 24742456 24779996 37540
0.04 4A 84024226 84110855 86629
0.05 4A 24257202 24281229 24027
0.06 4A 86012142 86063522 51380
0.07 4A 89195094 89240422 45328
0.08 4A 98905895 98954126 48231
0.09 4A 106655943 106688850 32907
0.1 4A 46799005 46815930 16925
0.11 4A 43328284 43342954 14670
0.12 4A 163337826 163371491 33665
0.13 4A 32108127 32113719 5592
0.14 4A 231969128 232015673 46545
0.15 4A 160748904 160779686 30782
0.16 4A 81549067 81563929 14862
0.17 4A 113510790 113540962 30172
0.18 4A 92023565 92038852 15287
0.19 4A 243208764 243281133 72369
0.2 4A 342918597 342951222 32625
0.21 4A 291425984 291461835 35851
0.22 4A 117045159 117056569 11410
0.23 4A 100770089 100803823 33734
0.24 4A 277892995 277935288 42293
0.25 4A 44811146 44814789 3643
0.26 4A 263699528 263723027 23499
0.27 4A 497523889 497572620 48731
0.28 4A 446146014 446192029 46015
0.29 4A 110135570 110146622 11052
0.3 4A 521622570 521682842 60272
0.31 4A 392356092 392393347 37255
0.32 4A 284741995 284793733 51738
0.33 4A 263627389 263647263 19874
0.34 4A 448358507 448399830 41323
0.35 4A 1014890663 1014976566 85903
0.36 4A 866047265 866149181 101916
0.37 4A 818945753 819024546 78793
0.38 4A 567891495 567938880 47385
0.39 4A 936652000 936720177 68177
0.4 4A 907152222 907196202 43980
0.41 4A 1412628242 1412770295 142053
0.42 4A 489351043 489392102 41059
0.43 4A 157849849 157869827 19978
0.44 4A 2190553904 2190701836 147932
0.45 4A 11928968355 11929617138 648783
0.46 4A 6160017725 6160290609 272884
0.47 4A 4734698707 4734884343 185636
0.48 4A 30953059146 30953935232 876086
0.49 4A 24203932488 24204556496 624008
0.5 4A 27904294958 27905038245 743287
0.51 4A 58617779242 58619067166 1287924
0.52 4A 3235967766 3235998318 30552
0.53 4A 174870044699 174871507107 1462408
0.54 4A 105634617207 105635379749 762542
0.55 4A 108992072809 108992759830 687021
0.56 4A 45143971291 45144227631 256340
0.57 4A 34920535959 34920770538 234579
0.58 4A 27724835858 27725033847 197989
0.59 4A 32019427469 32019654636 227167
0.6 4A 36865100637 36865303154 202517
0.61 4A 8834692376 8834732912 40536
0.62 4A 20068784805 20068945144 160339
0.63 4A 11834854108 11834905323 51215
0.64 4A 13642975392 13643051696 76304
0.65 4A 26166507415 26166675095 167680
0.66 4A 29817177324 29817306597 129273
0.67 4A 17342666447 17342747586 81139
0.68 4A 17974128337 17974222439 94102
0.69 4A 12015008735 12015051427 42692
0.7 4A 15643141103 15643204446 63343
0.71 4A 19908679903 19908791511 111608
0.72 4A 10875868889 10875929814 60925
0.73 4A 8476185275 8476259943 74668
0.74 4A 11524482310 11524557804 75494
0.75 4A 7896173549 7896191961 18412
0.76 4A 10348881487 10348931245 49758
0.77 4A 6098503673 6098535951 32278
0.78 4A 6716862035 6716907040 45005
0.79 4A 5503456823 5503479747 22924
0.8 4A 6734173191 6734227118 53927
0.81 4A 6746926044 6746957236 31192
0.82 4A 17189293921 17189375643 81722
0.83 4A 4301863955 4301900437 36482
0.84 4A 7383023985 7383063627 39642
0.85 4A 4312387114 4312427217 40103
0.86 4A 6165726898 6165781553 54655
0.87 4A 9873170840 9873211363 40523
0.88 4A 2470604753 2470614491 9738
0.89 4A 6180139578 6180202548 62970
0.9 4A 4329665501 4329697186 31685
0.91 4A 4954177422 4954212066 34644
0.92 4A 1858859718 1858862140 2422
0.93 4A 5582763008 5582800180 37172
0.94 4A 4345516532 4345528583 12051
0.95 4A 7455704958 7455743065 38107
0.96 4A 8704817936 8704873990 56054
0.97 4A 8712071643 8712110682 39039
0.98 4A 3740081859 3740097533 15674
0.99 4A 5617602657 5617621102 18445
1 4A 16877719209 16877775278 56069
1.01 4A 16275871649 16275973773 102124
1.02 4A 11916405664 11916491300 85636
1.03 4A 12565069035 12565122530 53495
1.04 4A 16365780638 16365948172 167534
1.05 4A 14523256409 14523363497 107088
1.06 4A 13307165122 13307235411 70289
1.07 4A 21007979326 21008116263 136937
1.08 4A 44879804453 44879972620 168167
1.09 4A 5824413809 5824470564 56755
1.1 4A 12329471004 12329510730 39726
1.11 4A 9754262124 9754313202 51078
1.12 4A 1302712533 1302722435 9902
1.13 4A 1954829463 1954835914 6451
1.14 4A 651985464 651985862 398
1.15 4A 652184300 652187898 3598
1.17 4A 1305923045 1305936265 13220
1.19 4A 1308016700 1308020326 3626
1.23 4A 20361781202 20361847922 66720
1.24 4A 237145903130 237146881381 978251
1.25 4A 15831717477 15831803109 85632
1.26 4A 22824074838 22824184105 109267
1.27 4A 17369030349 17369078837 48488
1.28 4A 29346175467 29346277196 101729
1.29 4A 7716708222 7716736721 28499
1.3 4A 10533347765 10533376200 28435
1.31 4A 10555402722 10555444605 41883
1.32 4A 14809551919 14809604013 52094
1.33 4A 36099387481 36099512148 124667
1.34 4A 15625520100 15625565675 45575
1.35 4A 4984702959 4984723341 20382
1.36 4A 12121670671 12121715902 45231
1.37 4A 15711461478 15711534203 72725
1.38 4A 18600800084 18600893174 93090
1.39 4A 22953261407 22953344469 83062
1.4 4A 15811556796 15811603352 46556
1.41 4A 5770172082 5770188543 16461
1.42 4A 13013877709 13013959755 82046
1.43 4A 5796429174 5796461013 31839
1.44 4A 21051994024 21052071684 77660
1.45 4A 10905416647 10905446956 30309
1.46 4A 30621923497 30622046229 122732
1.47 4A 51267223554 51267406246 182692
1.48 4A 33094964016 33095139263 175247
1.49 4A 27290565514 27290684881 119367
1.5 4A 42894484939 42894718123 233184
1.51 4A 26678815303 26678945170 129867
1.52 4A 26728108226 26728258165 149939
1.53 4A 17849125559 17849223350 97791
1.54 4A 4466877692 4466892520 14828
0 6A 5071757 5113549 41792
0.01 6A 78870512 79022224 151712
0.02 6A 144251846 144397494 145648
0.03 6A 500791466 500980826 189360
0.04 6A 341991264 342074631 83367
0.05 6A 96527097 96546116 19019
0.06 6A 195265204 195316051 50847
0.07 6A 183460657 183508832 48175
0.08 6A 154613939 154654059 40120
0.09 6A 81318029 81337112 19083
0.1 6A 55314908 55330279 15371
0.11 6A 143382447 143408307 25860
0.12 6A 29209542 29214265 4723
0.13 6A 154790819 154820273 29454
0.14 6A 640875396 640953510 78114
0.15 6A 1100887074 1101032038 144964
0.16 6A 976283617 976411564 127947
0.17 6A 688608897 688685830 76933
0.18 6A 147476145 147495659 19514
0.19 6A 251207663 251227763 20100
0.2 6A 282929163 282962554 33391
0.21 6A 2575596266 2575833442 237176
0.22 6A 4331924250 4332256599 332349
0.23 6A 898419738 898471876 52138
0.24 6A 86197156 86203780 6624
0.25 6A 132972450 132979010 6560
0.26 6A 226651405 226659425 8020
0.27 6A 511444497 511475428 30931
0.28 6A 857695497 857742112 46615
0.29 6A 1421072506 1421140621 68115
0.3 6A 557265589 557284258 18669
0.31 6A 987771500 987866016 94516
0.32 6A 910248692 910294943 46251
0.33 6A 1169171206 1169221775 50569
0.34 6A 1097233833 1097288193 54360
0.35 6A 1440469972 1440538123 68151
0.36 6A 1781037034 1781105952 68918
0.37 6A 1733557667 1733647201 89534
0.38 6A 6875125251 6875452133 326882
0.39 6A 8683800080 8684189544 389464
0.4 6A 4356796547 4356972792 176245
0.41 6A 6069656158 6069856924 200766
0.42 6A 3716942457 3717120289 177832
0.43 6A 6578378987 6578580273 201286
0.44 6A 8720735284 8720968762 233478
0.45 6A 9923975055 9924253139 278084
0.46 6A 12131460823 12131806901 346078
0.47 6A 149520407244 149523308892 2901648
0.48 6A 8213743008 8213861137 118129
0.49 6A 24498762160 24498959589 197429
0.5 6A 6462088708 6462178391 89683
0.51 6A 6063927717 6063980004 52287
0.52 6A 6118841506 6118916041 74535
0.53 6A 10586219331 10586295613 76282
0.54 6A 9792771451 9792854908 83457
0.55 6A 16149041260 16149155457 114197
0.56 6A 29133735141 29134024942 289801
0.57 6A 42946508584 42946784689 276105
0.58 6A 51464090592 51464436431 345839
0.59 6A 39372133933 39372415817 281884
0.6 6A 23782330118 23782481467 151349
0.61 6A 25728958630 25729147957 189327
0.62 6A 77888095607 77888531577 435970
0.63 6A 42042573387 42042811507 238120
0.64 6A 27957550479 27957750671 200192
0.65 6A 33768389161 33768584212 195051
0.66 6A 22258996750 22259116978 120228
0.67 6A 19595400013 19595486591 86578
0.68 6A 28733553104 28733717303 164199
0.69 6A 9047732200 9047772392 40192
0.7 6A 7399547317 7399603940 56623
0.71 6A 14866010252 14866092706 82454
0.72 6A 10898607614 10898674160 66546
0.73 6A 7474034460 7474082145 47685
0.74 6A 1730887640 1730899845 12205
0.75 6A 6936377473 6936437191 59718
0.76 6A 11581662267 11581702158 39891
0.77 6A 11600365245 11600422202 56957
0.78 6A 2907240255 2907248068 7813
0.79 6A 10476050282 10476098542 48260
0.8 6A 4080680765 4080696199 15434
0.82 6A 9942219138 9942255247 36109
0.83 6A 7610154989 7610232269 77280
0.84 6A 4688912987 4688947835 34848
0.85 6A 4108120123 4108151251 31128
0.86 6A 4700854719 4700874105 19386
0.87 6A 7054582399 7054632947 50548
0.88 6A 4119599454 4119622593 23139
0.89 6A 1178440141 1178444482 4341
0.91 6A 1180118290 1180124679 6389
0.92 6A 590673824 590675275 1451
0.93 6A 8277433568 8277480824 47256
0.94 6A 7102529200 7102556050 26850
0.95 6A 11256657936 11256710895 52959
0.96 6A 7117658273 7117678001 19728
0.97 6A 8907864629 8907878711 14082
0.98 6A 30342519474 30342655778 136304
0.99 6A 8347599658 8347663762 64104
1 6A 6565097307 6565136224 38917
1.01 6A 3583878418 3583895950 17532
1.02 6A 7772482146 7772517896 35750
1.03 6A 7180222668 7180237735 15067
1.04 6A 5989575876 5989609069 33193
1.05 6A 4797518320 4797565596 47276
1.06 6A 10209295497 10209354746 59249
1.07 6A 47024729921 47024906938 177017
1.08 6A 15741049003 15741141176 92173
1.09 6A 3639773234 3639790190 16956
1.1 6A 9714765677 9714816248 50571
1.11 6A 10337930954 10337975154 44200
1.12 6A 11565317888 11565363693 45805
1.13 6A 24376291659 24376454550 162891
1.14 6A 111058185105 111058778925 593820
1.15 6A 11731614813 11731676047 61234
0 7A 616737199 617385712 648513
0.01 7A 901875399 902164740 289341
0.02 7A 703967012 704148390 181378
0.03 7A 712787268 712920272 133004
0.04 7A 2640152232 2640567026 414794
0.05 7A 882810150 882885442 75292
0.06 7A 940419013 940512406 93393
0.07 7A 569164973 569206376 41403
0.08 7A 355593064 355650230 57166
0.09 7A 365619116 365655164 36048
0.1 7A 439256381 439286773 30392
0.11 7A 417570815 417612409 41594
0.12 7A 359585719 359601826 16107
0.13 7A 434274326 434313178 38852
0.14 7A 238062524 238099928 37404
0.15 7A 172935839 172944639 8800
0.16 7A 210052176 210076115 23939
0.17 7A 320382765 320438523 55758
0.18 7A 254333307 254375490 42183
0.19 7A 183981276 183993885 12609
0.2 7A 339550666 339582893 32227
0.21 7A 191421894 191425690 3796
0.22 7A 272584495 272595555 11060
0.23 7A 279100630 279130863 30233
0.24 7A 284117134 284152677 35543
0.25 7A 456915027 456936180 21153
0.26 7A 592244728 592285973 41245
0.27 7A 345545717 345585173 39456
0.28 7A 88800488 88811411 10923
0.29 7A 179275925 179287856 11931
0.3 7A 598340155 598358951 18796
0.31 7A 1039433076 1039487061 53985
0.32 7A 1022553992 1022593622 39630
0.33 7A 956390669 956448287 57618
0.34 7A 574639341 574675654 36313
0.35 7A 1359819317 1359895193 75876
0.36 7A 1510989469 1511037044 47575
0.37 7A 1213523717 1213583985 60268
0.38 7A 2332807058 2332881796 74738
0.39 7A 614581473 614604162 22689
0.4 7A 1251133445 1251215510 82065
0.41 7A 2423898957 2423992557 93600
0.42 7A 1435548648 1435622313 73665
0.43 7A 2915564080 2915781027 216947
